Date,sku_id,unit_sold,unit_price,nap,customer_city,customer_type
2025-05-09,BXCM4006,1,1104.5,11791-1406,Syosset,
2025-05-09,BXCM1782,1,279.5,44236-3105,Hudson,
2025-05-09,BXCM5157,1,1104.5,02052-1528,Medfield,
2025-05-09,BXCL1408,1,301.5,11944-1645,Greenport,B2B
2025-05-09,BXCL1727,2,565.5,75069-7460,McKinney,
2025-05-10,BXCM5157,2,774.5,79424-5012,Lubbock,
2025-05-10,BXCM5020,1,1280.5,83340,ketchum,B2B
2025-05-10,BXCM4595,2,444.5,11771-1819,Oyster Bay,
2025-05-10,BXCM5638,2,312.5,29920,St Helena Island,
2025-05-11,BXCM3765,1,1126.5,28734-1034,Franklin,
2025-05-11,BXCM4596,1,378.5,10538-4005,LARCHMONT,
2025-05-11,BXCM4595,2,395.0,32128-6694,Port Orange,
2025-05-11,BXCM1656,1,241.0,83646-4767,Meridian,B2B
2025-05-11,BXCM3686,1,917.5,07446-1231,Ramsey,
2025-05-11,BXCL1175,1,428.0,11561-4906,Lido Beach,
2025-05-11,BXCM5157,1,1104.5,33432,Boca Raton,
2025-05-11,BXCM5153,1,550.0,02633-1935,Chatham,
2025-05-11,BXCM1652,1,1022.0,02633-1935,Chatham,
2025-05-11,BXCM1633,1,285.0,02633-1935,Chatham,
2025-05-12,BXCL1785,2,356.5,55364-1317,Mound,
2025-05-12,BXCM5157,1,1214.5,31906-1116,Columbus,
2025-05-12,BXCM3765,1,994.5,38563-4503,Gordonsville,
2025-05-12,BXCM4492,1,1137.5,44126-2717,Fairview Park,
2025-05-12,BXCM3690,1,587.5,33445,Delray Beach,
2025-05-12,BXCM5157,1,1214.5,18222-1631,Drums,
2025-05-12,BXCM1782,1,279.5,53212-2146,Milwaukee,B2B
2025-05-12,BXCM3793,2,1616.0,66207-3400,Prairie Village,B2B
2025-05-12,BXCM4213,1,1159.5,32169-3465,New Smyrna Beach,
2025-05-12,BXCM4215,1,1467.5,32169-3465,New Smyrna Beach,
2025-05-12,BXCM1652,1,1022.0,48189-9416,Whitmore Lake,
2025-05-12,BXCM1655,1,1165.0,48189-9416,Whitmore Lake,
2025-05-12,BXCM1657,2,444.5,48189-9416,Whitmore Lake,
2025-05-13,BXCM3765,1,994.5,03246,Laconia,B2B
2025-05-13,BXCM5059,1,763.5,B0E 1P0,Judique,
2025-05-13,BXCL1408,1,301.5,85212-2431,Mesa,B2B
2025-05-13,BXCM5062,1,543.5,77007-0002,Houston,
2025-05-13,BXCM5642,1,340.0,33607-1411,Tampa,
2025-05-13,BXCM5139,1,555.0,01095-1776,Wilbraham,
2025-05-13,BXCL1150,1,285.0,35476-5064,Northport,B2B
2025-05-13,BXCM1656,1,241.0,94588-3646,Pleasanton,
2025-05-13,BXCM3690,1,642.5,34102-5329,Naples,B2B
2025-05-13,BXCM1656,1,241.0,27516-2363,Chapel Hill,B2B
2025-05-14,BXCL1609,1,422.5,33040-7224,Key West,B2B
2025-05-14,BXCL1150,1,285.0,02557,Oak Bluffs,
2025-05-14,BXCM3765,2,994.5,02557,Oak Bluffs,
2025-05-14,BXCL1785,2,356.5,33418-1443,Palm Beach Gardens,
2025-05-14,BXCM3778,2,769.0,94611-3614,Piedmont,
2025-05-14,BXCM4592,1,532.0,32080-7658,St Augustine,
2025-05-14,BXCM1656,1,241.0,11743-9714,Huntington,
2025-05-14,BXCM5157,1,1214.5,33326,Weston,
2025-05-15,BXCM1652,1,1000.0,30316-1131,Atlanta,
2025-05-15,BXCM1653,1,1165.0,02748-1321,Dartmouth,
2025-05-15,BXCM1652,1,1022.0,10562-5942,Ossining,
2025-05-15,BXCM1650,2,719.5,53095,West Bend,
2025-05-15,BXCM3765,1,994.5,19958-3124,Lewes,B2B
2025-05-15,BXCM4491,1,1049.5,38139-6980,Germantown,B2B
2025-05-16,BXCM5421,2,494.0,96753-8315,Wailea,
2025-05-16,BXCM4994,1,417.0,75454-2408,Melissa,
2025-05-16,BXCM5638,1,356.5,23229-7131,Richmond,B2B
2025-05-16,BXCM4486,1,390.15,08008-2324,Long Beach Township,
2025-05-16,BXCM1656,2,216.9,76132-3702,Fort Worth,
2025-05-16,BXCM1655,1,1048.5,08738-1601,Mantoloking,
2025-05-16,BXCM1783,2,367.5,33316-4216,Fort Lauderdale,
2025-05-17,BXCM4836,1,351.0,36532-5250,Fairhope,
2025-05-17,BXCM3765,1,895.05,59937,Whitefish,
2025-05-17,BXCL1772,1,318.0,53072-5159,PEWAUKEE,
2025-05-17,BXCM4486,2,390.15,08008-5625,Beach Haven,B2B
2025-05-17,BXCM5157,1,1093.05,30327-3527,Atlanta,
2025-05-17,BXCM4486,2,390.15,02540,Falmouth,B2B
2025-05-17,BXCM4491,1,944.55,02540,Falmouth,B2B
2025-05-17,BXCM5157,1,994.05,78744,Austin,B2B
2025-05-17,BXCM3765,1,895.05,78744,Austin,B2B
2025-05-17,BXCM4593,1,489.15,33573-5032,Sun City Center,
2025-05-17,BXCM4592,1,478.8,33946,Placida,
2025-05-18,BXCM5141,1,499.5,48054,East China,
2025-05-18,BXCL1144,1,301.05,56036-7505,Glenville,
2025-05-18,BXCL1145,1,182.25,56036-7505,Glenville,
2025-05-18,BXCM5062,1,499.5,95678-2906,Roseville,
2025-05-18,BXCM1784,1,380.25,06902-7414,Stamford,
2025-05-18,BXCM5157,1,994.05,31405-5914,Savannah,
2025-05-18,BXCM3765,1,1013.85,02032-1238,Walpole,
2025-05-18,BXCM5411,2,301.5,07640-1719,Harrington Park,
2025-05-18,BXCM3690,1,528.75,92662-1024,Newport Beach,
2025-05-18,BXCM4645,1,494.5,08204-1412,Cape may,
2025-05-18,BXCL1609,1,380.25,46737-8868,Fremont,
2025-05-18,BXCM4492,1,1023.75,23114-4693,Midlothian,
2025-05-18,BXCM5157,1,994.05,12503-5216,Ancramdale,
2025-05-18,BXCM5157,1,994.05,39666-9126,SUMMIT,
2025-05-19,BXCM4487,2,449.55,60044,Lake Bluff,
2025-05-19,BXCM1782,2,251.55,02738-2038,Marion,
2025-05-19,BXCM5157,1,1093.05,30813-5972,Grovetown,
2025-05-19,BXCM5157,1,994.05,77546-4080,Friendswood,
2025-05-19,BXCM3765,1,1013.85,84049-1215,Midway,B2B
2025-05-19,BXCM5157,1,1093.05,91362-2145,Thousand Oaks,
2025-05-19,BXCM3765,1,895.05,76034-3502,Colleyville,
2025-05-19,BXCM3777,1,422.5,76034-3502,Colleyville,
2025-05-19,BXCM4804,1,2474.0,02481-3000,Wellesley,
2025-05-19,BXCM1655,1,1048.5,31406,Savannah,
2025-05-19,BXCM5157,1,994.05,04562-4814,Phippsburg,
2025-05-19,BXCM3765,1,895.05,75773-6699,Mineola,
2025-05-19,BXCM1653,1,1083.15,28203-7096,Charlotte,
2025-05-19,BXCM1604,1,345.6,21612-9702,Bozman,
2025-05-19,BXCM5157,1,1093.05,02568-6904,Vineyard Haven,
2025-05-19,BXCM4487,2,449.55,11978-2405,Westhampton beach,
2025-05-19,BXCM1016,1,419.85,07042-1625,Montclair,B2B
2025-05-19,BXCM5157,1,994.05,36106-2218,Montgomery,
2025-05-20,BXCM1818,1,604.0,12494-5343,West Shokan,
2025-05-20,BXCM1604,1,345.6,70454-4281,Ponchatoula,
2025-05-20,BXCM1655,1,1048.5,90266-4893,Manhattan Beach,B2B
2025-05-20,BXCM5157,1,1093.05,94941-3510,Mill Valley,
2025-05-20,BXCM1634,3,290.5,21093,Lutherville Timonium,
2025-05-20,BXCM4596,1,411.5,06443-3434,Madison,
2025-05-20,BXCM1653,1,1083.15,75148,Malakoff,
2025-05-20,BXCL1487,1,697.5,04107-2005,Cape Elizabeth,
2025-05-20,BXCM3765,1,895.05,04046,Kennebunkport,
2025-05-20,BXCM1782,2,251.55,02653,Orleans,
2025-05-20,BXCL1609,1,380.25,02633,Chatham,
2025-05-20,BXCM4608,1,829.5,02633,Chatham,
2025-05-20,BXCM5134,1,382.5,01966,Rockport,
2025-05-20,BXCM4596,1,367.5,31405-4340,Savannah,
2025-05-20,BXCM4523,1,330.75,20817-2801,Bethesda,
2025-05-21,BXCM3690,1,528.75,75212-6101,Dallas,
2025-05-21,BXCL1786,1,578.25,70808,Baton Rouge,
2025-05-21,BXCM5157,1,1093.05,21204-4248,Towson,
2025-05-21,BXCM1653,1,1083.15,07732-1321,Highlands,
2025-05-21,BXCM1657,2,400.05,07732-1321,Highlands,
2025-05-21,BXCM5157,1,1093.05,02650,North Chatham,
2025-05-21,BXCM3769,1,516.0,75115,Desoto,
2025-05-21,BXCM1655,2,692.1,34119,Naples,
2025-05-21,BXCM4487,1,449.55,34119,Naples,
2025-05-21,BXCM1652,1,919.8,34119,Naples,
2025-05-21,BXCL1556,1,1170.5,97756-9816,Redmond,
2025-05-21,BXCM2379,4,334.5,29455,Johns Island,
2025-05-21,BXCM1782,1,251.55,07601-3211,Hackensack,B2B
2025-05-21,BXCM4006,1,1142.55,34104-6565,Naples,
2025-05-21,BXCM5157,1,1093.05,97703-5245,Bend,B2B
2025-05-21,BXCL1641,1,763.5,70433-2256,Covington,B2B
2025-05-21,BXCM5157,1,994.05,80121-1933,Littleton,
2025-05-21,BXCM5136,2,598.05,28557,Morehead City,
2025-05-21,BXCM5155,2,301.05,96743-9785,Kamuela,B2B
2025-05-21,BXCM4608,1,895.5,01867-1515,Reading,
2025-05-22,BXCM5157,1,1093.05,06107-1139,West Hartford,B2B
2025-05-22,BXCL1152,1,429.75,11702-3337,Babylon,
2025-05-22,BXCM3765,1,895.05,77807,Bryan,
2025-05-22,BXCM4521,1,389.5,42437-7173,Morganfield,
2025-05-22,BXCM3765,1,895.05,01264,TYRINGHAM,
2025-05-22,BXCL1150,1,256.5,34110-8707,Naples,
2025-05-22,BXCM1784,1,380.25,34285,Venice,
2025-05-22,BXCL1612,2,439.0,02052-1408,Medfield,
2025-05-22,BXCM3765,1,895.05,15026,Clinton,
2025-05-22,BXCM5157,1,697.05,68138-6341,Omaha,
2025-05-22,BXCM1634,1,285.0,33432-3934,Boca Raton,B2B
2025-05-22,BXCM5411,1,290.5,33432-3934,Boca Raton,B2B
2025-05-22,BXCM2377,1,329.0,33432-3934,Boca Raton,B2B
2025-05-22,BXCM5716,1,380.25,33432-3934,Boca Raton,B2B
2025-05-22,BXCM5715,1,578.25,33432-3934,Boca Raton,B2B
2025-05-22,BXCM1634,1,285.0,34243-4165,Sarasota,B2B
2025-05-22,BXCM5411,1,290.5,34243-4165,Sarasota,B2B
2025-05-22,BXCM2377,1,329.0,34243-4165,Sarasota,B2B
2025-05-22,BXCM5716,1,380.25,34243-4165,Sarasota,B2B
2025-05-22,BXCM5715,1,578.25,34243-4165,Sarasota,B2B
2025-05-22,BXCM1634,1,285.0,34108-2899,Naples,B2B
2025-05-22,BXCM5411,1,290.5,34108-2899,Naples,B2B
2025-05-22,BXCM2377,1,329.0,34108-2899,Naples,B2B
2025-05-22,BXCM5716,1,380.25,34108-2899,Naples,B2B
2025-05-22,BXCM5715,1,578.25,34108-2899,Naples,B2B
2025-05-22,BXCM1634,1,285.0,33607-1411,Tampa,B2B
2025-05-22,BXCM5411,1,290.5,33607-1411,Tampa,B2B
2025-05-22,BXCM2377,1,329.0,33607-1411,Tampa,B2B
2025-05-22,BXCM5716,1,380.25,33607-1411,Tampa,B2B
2025-05-22,BXCM5715,1,578.25,33607-1411,Tampa,B2B
2025-05-22,BXCM1667,1,375.3,30909,Augusta,B2B
2025-05-22,BXCM4487,2,449.55,33401,West Palm Beach,
2025-05-23,BXCM5153,1,495.0,34134-7915,Bonita Springs,
2025-05-23,BXCM5157,1,994.05,30263-1967,Newnan,
2025-05-23,BXCL1609,1,380.25,28409-3306,Wilmington,
2025-05-23,BXCM1656,1,216.9,02633-2226,Chatham,
2025-05-23,BXCM3765,1,895.05,32803-5320,Orlando,
2025-05-23,BXCM1655,1,1048.5,55435-1547,Edina,
2025-05-23,BXCM5157,1,994.05,23188-9339,Williamsburg,
2025-05-23,BXCM2362,1,139.75,27127-9863,Winston-Salem,
2025-05-23,BXCM5003,1,851.5,23223-7353,Richmond,
2025-05-23,BXCM1782,2,251.55,70118-5950,New Orleans,
2025-05-23,BXCM1617,1,796.05,98922-8637,Cle Elum,B2B
2025-05-23,BXCM1667,1,375.3,19002-1157,Ambler,
2025-05-24,BXCM3790,1,128.1,33178,Medley,B2B
2025-05-24,BXCM1640,1,256.5,11030-3618,Manhasset,
2025-05-24,BXCM3690,1,578.25,07401-1850,Allendale,
2025-05-24,BXCM5023,1,1192.5,22312-2909,Alexandria,
2025-05-24,BXCM5157,2,697.05,28209-2114,Charlotte,
2025-05-24,BXCM1806,2,257.5,10033-5331,New York,
2025-05-24,BXCM5155,1,499.05,33486,Boca Raton,
2025-05-24,BXCM1016,1,419.85,33472-2748,Boynton Beach,
2025-05-24,BXCM1783,1,330.75,91423-1416,sherman oaks,
2025-05-24,BXCM5157,1,994.05,02842-6059,Middletown,B2B
2025-05-24,BXCM1655,1,1048.5,33624-1144,Tampa,
2025-05-24,BXCM1653,1,1083.15,33624-1144,Tampa,
2025-05-24,BXCM3765,1,1013.85,22903-7952,Charlottesville,
2025-05-24,BXCM1655,1,1048.5,33042-4313,Summerland Key,
2025-05-25,BXCM1655,1,1048.5,34210-3728,Bradenton,
2025-05-25,BXCM1657,2,400.05,34210-3728,Bradenton,
2025-05-25,BXCM5136,1,751.5,02816-6409,Coventry,
2025-05-25,BXCM5157,1,1093.05,44077,Painesville,
2025-05-25,BXCM5157,1,1093.05,32503,Pensacola,
2025-05-25,BXCM5155,1,400.05,31721,Albany,
2025-05-25,BXCL1292,1,1038.5,72404-8870,Jonesboro,B2B
2025-05-25,BXCM4216,1,813.0,08202-2320,Avalon,
2025-05-25,BXCM4214,1,791.0,08202-2320,Avalon,
2025-05-25,BXCM1784,3,380.25,22039-3343,Fairfax Station,B2B
2025-05-25,BXCL1746,1,1302.75,75862,Trinity,
2025-05-26,BXCM5157,1,1093.05,55902-1143,Rochester,
2025-05-26,BXCM4486,2,390.15,75244-7450,Dallas,
2025-05-26,BXCM5157,1,994.05,06870-2311,Old Greenwich,
2025-05-26,BXCM5009,2,697.05,02540-2027,Falmouth,
2025-05-26,BXCM5141,1,499.5,07757-1622,Oceanport,B2B
2025-05-26,BXCM5157,1,1093.05,30501-1008,Gainesville,
2025-05-26,BXCM1653,1,1083.15,55044-7507,Lakeville,
2025-05-26,BXCM4491,1,944.55,29464-5723,Mount Pleasant,
2025-05-26,BXCM4270,1,1296.0,80220,Denver,
2025-05-26,BXCM1653,1,1048.5,49740,Harbor Springs,B2B
2025-05-26,BXCM1783,1,330.75,19085-1504,Villanova,
2025-05-26,BXCM1650,2,627.75,02807,New Shoreham,
2025-05-26,BXCM1634,4,236.7,91302-3157,Calabasas,
2025-05-26,BXCM5157,1,994.05,11963-4214,Sag Harbor,
2025-05-26,BXCL1766,1,1018.8,44266-2665,RAVENNA,B2B
2025-05-26,BXCL1781,1,766.35,94559,Napa,
2025-05-26,BXCM3776,1,271.35,01906,Saugus,
2025-05-26,BXCM1655,1,1048.5,53105-5609,Burlington,B2B
2025-05-26,BXCM3765,1,1013.85,35661-4276,Muscle Shoals,
2025-05-26,BXCM3765,1,895.05,49046-7548,Delton,
2025-05-27,BXCM4787,1,1786.5,12983-3100,Saranac Lake,
2025-05-27,BXCM1655,2,850.5,75248,Dallas,
2025-05-27,BXCM5157,1,994.05,11101-5616,Long Island City,B2B
2025-05-27,BXCM3765,1,1013.85,55391-3246,Wayzata,B2B
2025-05-27,BXCM5157,2,697.05,38464-3070,Lawrenceburg,
2025-05-27,BXCM5157,1,1093.05,37066-5882,Gallatin,
2025-05-27,BXCL1551,1,1104.5,18428,Hawley,
2025-05-27,BXCM1784,1,380.25,78676-5724,Wimberley,B2B
2025-05-27,BXCM5411,3,301.5,32951-3223,Melbourne Beach,
2025-05-27,BXCM5136,1,877.5,28277-5634,charlotte,
2025-05-27,BXCM5157,1,1093.05,35243-2800,Vestavia,
2025-05-27,BXCM4608,1,813.0,77005-2042,Houston,B2B
2025-05-27,BXCM1783,1,330.75,94549-4183,Lafayette,
2025-05-27,BXCM5453,1,1434.5,87501-8347,Santa Fe,
2025-05-27,BXCM5453,1,1434.5,87501-8347,Santa Fe,
2025-05-27,BXCM3765,2,716.85,29615-1603,Greenville,B2B
2025-05-27,BXCM4536,1,598.05,06840-3020,New Canaan,
2025-05-27,BXCM1784,1,380.25,74114-3911,TULSA,B2B
2025-05-27,BXCM4994,1,375.3,11434-2615,Jamaica,
2025-05-27,BXCM4528,1,182.25,06762-2417,Middlebury,
2025-05-27,BXCM5155,1,400.05,06437-3134,Guilford,
2025-05-28,BXCM5136,1,877.5,44870-5995,Sandusky,
2025-05-28,BXCM3765,1,895.05,06820-5111,Darien,
2025-05-28,BXCM4521,1,455.5,13367,Lowville,
2025-05-28,BXCM1604,1,384.0,12561-4426,New Paltz,
2025-05-28,BXCM5157,1,1104.5,20002-5427,Washington,
2025-05-28,BXCL1145,1,202.5,04901-7677,Winslow,
2025-05-28,BXCM4244,1,621.0,07719,Wall Township,
2025-05-29,BXCM4487,1,499.5,20015,Washington,
2025-05-29,BXCM1634,1,274.0,94024-6549,LOS ALTOS HILLS,
2025-05-29,BXCM1617,1,884.5,37934-2674,Knoxville,
2025-05-29,BXCM4525,1,279.5,03755-2025,Hanover,
2025-05-29,BXCL1913,1,631.5,94920-1700,Tiburon,
2025-05-29,BXCM3778,1,686.5,94920-1700,Tiburon,
2025-05-29,BXCM5157,1,1214.5,02540,Falmouth,
2025-05-30,BXCM5148,1,587.5,06854-4814,Norwalk,
2025-05-30,BXCM5157,1,1214.5,11530-3919,Garden City,
2025-05-30,BXCM1604,1,384.0,98239,Coupeville,
2025-05-30,BXCM3765,1,994.5,49301-9162,Ada,B2B
2025-05-30,BXCM5379,1,1544.5,37356,Monteagle,
2025-05-30,BXCM3787,1,774.5,64154-1143,Kansas City,
2025-05-30,BXCM4486,1,433.5,32169-3784,New Smyrna Beach,
2025-05-30,BXCM4084,1,847.0,48067-1573,Royal Oak,B2B
2025-05-31,BXCM5157,1,1214.5,81006-1908,Pueblo,B2B
2025-05-31,BXCM1653,1,1165.0,90220-5008,Compton,B2B
2025-05-31,BXCM4596,1,433.5,33436-6138,Boynton Beach,
2025-05-31,BXCM4534,1,1137.5,02492-2776,Needham,
2025-05-31,BXCL1685,4,208.0,02492-2776,Needham,
2025-05-31,BXCM1614,6,230.0,02492-2776,Needham,
2025-05-31,BXCL1684,1,252.0,02492-2776,Needham,
2025-05-31,BXCL1784,1,554.5,07601-4042,Hackensack,B2B
2025-05-31,BXCM4487,1,499.5,33134,Coral Gables,
2025-06-01,BXCM5662,1,1000.0,30004-2873,Milton,
2025-06-01,BXCL1551,1,972.5,02143-3244,Somerville,
2025-06-01,BXCM5155,1,554.5,37922-9425,Knoxville,
2025-06-01,BXCM1676,2,609.5,94595-3912,Walnut Creek,B2B
2025-06-01,BXCL1785,1,356.5,19971-1693,Rehoboth Beach,
2025-06-01,BXCL1784,2,554.5,19971-1693,Rehoboth Beach,
2025-06-01,BXCM3765,2,796.5,33060-7146,Pompano Beach,B2B
2025-06-01,BXCM5029,1,268.5,77380-3866,Spring,B2B
2025-06-01,BXCM3934,1,1082.5,70810-0451,Baton Rouge,
2025-06-01,BXCM5030,1,499.5,20815-5740,Chevy chase,
2025-06-01,BXCM1784,1,422.5,29458-9742,McClellanville,
2025-06-01,BXCM1783,1,367.5,33418-6082,Palm Beach Gardens,
2025-06-01,BXCM5421,1,554.5,33617-1646,Tampa,
2025-06-02,BXCL1786,1,642.5,30326-3451,Atlanta,
2025-06-02,BXCM4487,1,499.5,78703-1537,Austin,B2B
2025-06-02,BXCM4596,1,389.5,12498,Woodstock,
2025-06-02,BXCM4596,1,389.5,93953,Pebble Beach,
2025-06-02,BXCM5155,1,554.5,28731-0945,Flat Rock,B2B
2025-06-02,BXCM1656,1,241.0,02332-3709,Duxbury,
2025-06-02,BXCM5157,1,1214.5,35546-2957,Berry,
2025-06-02,BXCM5157,1,1104.5,29920,Fripp Island,
2025-06-02,BXCM3934,1,1027.5,75028-1626,Flower Mound,
2025-06-03,BXCM5136,1,975.0,28173-6842,Waxhaw,
2025-06-03,BXCL1408,1,301.5,72212,Little Rock,
2025-06-03,BXCM1782,1,279.5,23113-6045,Midlothian,B2B
2025-06-03,BXCL1727,1,565.5,20912-4551,Takoma Park,
2025-06-03,BXCL1150,1,285.0,34953-8217,Port Saint Lucie,
2025-06-03,BXCM4734,1,285.0,78657,Horseshoe Bay,
2025-06-03,BXCM4525,1,268.5,06820-5813,Darien,
2025-06-03,BXCM4487,1,499.5,33182-2298,Miami,B2B
2025-06-03,BXCM4596,1,389.5,20678-4273,Prince Frederick,
2025-06-03,BXCM4491,1,1049.5,33432-3934,Boca Raton,B2B
2025-06-04,BXCM4491,1,1049.5,34243-4165,Sarasota,B2B
2025-06-04,BXCM4491,1,1049.5,33607-7229,Tampa,B2B
2025-06-04,BXCM4528,1,202.5,06512-1105,East Haven,
2025-06-04,BXCM3765,1,1126.5,46077-8537,Zionsville,
2025-06-04,BXCL1408,2,301.5,39759,Starkville,
2025-06-04,BXCM1656,1,241.0,32803-3201,Orlando,
2025-06-04,BXCM5157,1,774.5,65706,Marshfield,
2025-06-04,BXCM5155,1,444.5,34241-6230,Sarasota,
2025-06-04,BXCM5155,1,554.5,34241-6230,Sarasota,
2025-06-04,BXCM3690,1,642.5,11972,Speonk,B2B
2025-06-04,BXCM1609,1,384.0,02066-4700,Scituate,
2025-06-04,BXCM5157,2,774.5,37215-3235,Nashville,
2025-06-05,BXCM5138,1,340.0,53704-2397,Madison,
2025-06-05,BXCM5133,1,555.0,53704-2397,Madison,
2025-06-05,BXCM5157,1,1104.5,15232,Pittsburgh,
2025-06-05,BXCM1655,1,945.0,22903-9323,Charlottesville,
2025-06-05,BXCM1016,1,466.5,78933-5103,Cat Spring,
2025-06-05,BXCM3765,2,796.5,08901-1503,New Brunswick,B2B
2025-06-05,BXCM1634,1,268.5,31522-2875,St Simons Island,B2B
2025-06-05,BXCM5157,1,1214.5,76107-3115,Fort Worth,
2025-06-05,BXCL1748,2,818.5,96761-9072,Lahaina,B2B
2025-06-05,BXCM5379,2,1544.5,96761-9072,Lahaina,B2B
2025-06-06,BXCM3686,1,917.5,32571-9119,Milton,
2025-06-06,BXCM1655,1,769.0,23229-7276,Richmond,B2B
2025-06-06,BXCM3765,1,994.5,33440-5109,Clewiston,B2B
2025-06-06,BXCL1408,2,301.5,33440-5109,Clewiston,B2B
2025-06-06,BXCM4490,1,373.0,33473-5081,Boynton Beach,
2025-06-06,BXCM5030,1,543.5,02906-4622,Providence,B2B
2025-06-06,BXCM1665,6,268.5,34119-7743,Naples,
2025-06-06,BXCM3777,2,400.5,30817-2879,Lincolnton,B2B
2025-06-07,BXCM1339,1,761.2,45335-1203,Jamestown,
2025-06-07,BXCM5146,1,620.5,91910-8037,Chula Vista,
2025-06-07,BXCM1667,1,417.0,02818-5109,East Greenwich,
2025-06-07,BXCL1408,2,301.5,33913,Fort Myers,
2025-06-07,BXCM5157,1,1214.5,35802-1275,Huntsville,
2025-06-07,BXCM4487,1,499.5,34120,Naples,
2025-06-07,BXCL1784,1,554.5,49740,Harbor Springs,B2B
2025-06-07,BXCM4734,1,285.0,49740,Harbor Springs,B2B
2025-06-07,BXCM1655,2,769.0,30071-1267,NORCROSS,B2B
2025-06-07,BXCM5136,1,975.0,60189-8128,Wheaton,B2B
2025-06-08,BXCM5157,1,1104.5,30309-3207,Atlanta,
2025-06-08,BXCL1727,2,582.0,27410-6073,Greensboro,
2025-06-08,BXCM5030,1,543.5,02673-5515,West Yarmouth,
2025-06-08,BXCM5030,1,543.5,02673-5515,West Yarmouth,
2025-06-08,BXCM5387,1,972.5,29405-7493,North Charleston,B2B
2025-06-09,BXCM2362,1,139.75,77554,Galveston,
2025-06-09,BXCM5411,1,290.5,34243-4165,Sarasota,B2B
2025-06-09,BXCM1657,1,444.5,32169-3784,New Smyrna Beach,
2025-06-09,BXCM1667,1,417.0,30512-3455,Blairsville,B2B
2025-06-09,BXCM4006,1,1104.5,11771-5010,Oyster Bay,B2B
2025-06-09,BXCM1652,1,1022.0,08402-1125,Margate City,B2B
2025-06-09,BXCM1652,1,1022.0,08402-1125,Margate City,B2B
2025-06-09,BXCL1172,1,422.5,20815-4829,Chevy Chase,B2B
2025-06-09,BXCM5157,1,1214.5,90077-2710,Los Angeles,B2B
2025-06-09,BXCM5411,1,290.5,34108-2899,Naples,B2B
2025-06-09,BXCM5063,2,780.0,56501-3027,DETROIT LAKES,
2025-06-10,BXCM4270,1,1231.0,46795-9553,Wolcottville,
2025-06-10,BXCM5717,1,829.5,78717-4565,Austin,
2025-06-10,BXCL1175,1,428.0,14472-9370,Honeoye Falls,
2025-06-10,BXCM5411,1,290.5,33432-3934,Boca Raton,B2B
2025-06-10,BXCM1811,1,880.5,36695-8518,Mobile,
2025-06-10,BXCM5411,1,290.5,33607-1411,Tampa,B2B
2025-06-10,BXCM5157,1,1104.5,61550-1122,Morton,
2025-06-10,BXCM3765,1,1126.5,37641-6023,Chuckey,
2025-06-10,BXCM5157,1,1214.5,77568-2391,Texas City,
2025-06-11,BXCM5157,1,1214.5,29464-4125,Mount Pleasant,
2025-06-11,BXCM3934,1,1060.5,33913,Fort Myers,
2025-06-11,BXCM1665,1,268.5,32034-5205,Fernandina Beach,B2B
2025-06-11,BXCM5157,1,1214.5,55082-8415,Stillwater,B2B
2025-06-11,BXCM1634,1,290.5,07631-3159,Englewood,B2B
2025-06-11,BXCM3765,2,796.5,21218-1896,Baltimore,
2025-06-11,BXCM5157,1,1104.5,49630-9708,Empire,
2025-06-11,BXCM5157,1,1104.5,81611-2546,Aspen,B2B
2025-06-11,BXCM4771,1,1148.5,11932-4104,Bridgehampton,
2025-06-12,BXCM5157,2,774.5,95695-3433,Woodland,
2025-06-12,BXCM5157,1,1104.5,95695-3433,Woodland,
2025-06-12,BXCL1551,1,1104.5,80524-9607,Fort Collins,
2025-06-12,BXCM1656,1,241.0,10705-1060,Yonkers,
2025-06-12,BXCM3958,2,395.0,18235,Lehighton,
2025-06-13,BXCM4492,1,1137.5,20854-5547,Rockville,
2025-06-13,BXCM5018,1,455.5,49770-8707,Petoskey,
2025-06-13,BXCL1786,1,642.5,85297-7614,Gilbert,
2025-06-13,BXCL1641,1,840.5,33957-7512,Sanibel,
2025-06-13,BXCM4493,1,697.5,74361-2615,Pryor,
2025-06-13,BXCL1265,1,664.5,94563-3558,Orinda,B2B
2025-06-14,BXCM4244,1,544.0,31632-3833,Hahira,
2025-06-14,BXCM1604,1,384.0,27502-4502,Apex,
2025-06-14,BXCM5710,1,1104.5,02446-7415,Brookline,
2025-06-15,BXCM1656,1,241.0,19930-9211,Bethany Beach,
2025-06-15,BXCM1656,1,241.0,19930-9211,Bethany Beach,
2025-06-15,BXCM4494,1,1214.5,33418-8662,West Palm Beach,
2025-06-15,BXCM4487,2,499.5,33418-8662,West Palm Beach,
2025-06-15,BXCM3690,1,642.5,33618-2702,Tampa,
2025-06-15,BXCM3776,1,279.5,27809-3304,Battleboro,
2025-06-15,BXCM5029,3,279.5,31904-2866,Columbus,B2B
2025-06-15,BXCM3690,1,642.5,07901-2351,Summit,
2025-06-15,BXCM1783,1,367.5,07901-2351,Summit,
2025-06-16,BXCM1652,1,1022.0,06405,Branford,
2025-06-16,BXCM5030,1,543.5,30066-2935,Marietta,B2B
2025-06-16,BXCL1609,1,422.5,37405,Chattanooga,
2025-06-16,BXCM5029,2,307.0,76645-2386,Hillsboro,
2025-06-16,BXCM5157,1,1214.5,33629-7153,Tampa,
