Date,sku_id,category,units sold,promotions,customers_visits,conversion_rate,unit_price,stock_in_hand,is_holiday,is_week_before_holiday
2024-09-30,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,352,0.017,840.27,9.0,0,0
2024-10-01,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,340,0.0176,840.27,9.0,0,0
2024-10-02,1064-150/BLACK,Sideboards & Buffets,5,Off Promotion,289,0.0173,840.27,8.0,0,0
2024-10-03,1064-150/BLACK,Sideboards & Buffets,10,On Promotion,338,0.0296,840.27,13.0,0,0
2024-10-04,1064-150/BLACK,Sideboards & Buffets,9,Off Promotion,256,0.0352,840.27,12.0,0,0
2024-10-05,1064-150/BLACK,Sideboards & Buffets,15,On Promotion,352,0.0426,840.27,18.0,0,0
2024-10-06,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,274,0.0219,840.27,9.0,0,0
2024-10-07,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,303,0.0198,840.27,9.0,0,0
2024-10-08,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,283,0.0212,840.27,9.0,0,0
2024-10-09,1064-150/BLACK,Sideboards & Buffets,13,On Promotion,317,0.041,840.27,16.0,0,0
2024-10-10,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,397,0.0151,840.27,9.0,0,0
2024-10-11,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,409,0.0171,840.27,10.0,0,0
2024-10-12,1064-150/BLACK,Sideboards & Buffets,8,Off Promotion,491,0.0163,840.27,11.0,0,0
2024-10-13,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,218,0.0275,840.27,9.0,0,1
2024-10-14,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,318,0.0189,840.27,9.0,0,1
2024-10-15,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,279,0.0251,840.27,10.0,0,1
2024-10-16,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,256,0.0234,840.27,9.0,0,1
2024-10-17,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,237,0.0253,840.27,9.0,0,1
2024-10-18,1064-150/BLACK,Sideboards & Buffets,8,Off Promotion,485,0.0165,840.27,11.0,0,1
2024-10-19,1064-150/BLACK,Sideboards & Buffets,8,Off Promotion,369,0.0217,840.27,11.0,0,1
2024-10-20,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,325,0.0185,840.27,9.0,1,0
2024-10-21,1064-150/BLACK,Sideboards & Buffets,20,On Promotion,421,0.0475,840.27,23.0,0,0
2024-10-22,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,320,0.0188,840.27,9.0,0,0
2024-10-23,1064-150/BLACK,Sideboards & Buffets,12,On Promotion,275,0.0436,840.27,15.0,0,0
2024-10-24,1064-150/BLACK,Sideboards & Buffets,5,Off Promotion,416,0.012,840.27,8.0,0,0
2024-10-25,1064-150/BLACK,Sideboards & Buffets,8,Off Promotion,456,0.0175,840.27,11.0,0,0
2024-10-26,1064-150/BLACK,Sideboards & Buffets,8,Off Promotion,444,0.018,840.27,11.0,0,1
2024-10-27,1064-150/BLACK,Sideboards & Buffets,8,On Promotion,295,0.0271,840.27,11.0,0,1
2024-10-28,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,274,0.0219,840.27,9.0,0,1
2024-10-29,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,229,0.0306,840.27,10.0,0,1
2024-10-30,1064-150/BLACK,Sideboards & Buffets,5,Off Promotion,328,0.0152,840.27,8.0,0,1
2024-10-31,1064-150/BLACK,Sideboards & Buffets,9,On Promotion,312,0.0288,840.27,12.0,0,1
2024-11-01,1064-150/BLACK,Sideboards & Buffets,17,On Promotion,390,0.0436,840.27,20.0,0,1
2024-11-02,1064-150/BLACK,Sideboards & Buffets,16,On Promotion,415,0.0386,840.27,19.0,1,0
2024-11-03,1064-150/BLACK,Sideboards & Buffets,10,On Promotion,276,0.0362,840.27,13.0,0,0
2024-11-04,1064-150/BLACK,Sideboards & Buffets,10,On Promotion,332,0.0301,840.27,13.0,0,0
2024-11-05,1064-150/BLACK,Sideboards & Buffets,9,On Promotion,344,0.0262,840.27,12.0,0,0
2024-11-06,1064-150/BLACK,Sideboards & Buffets,15,On Promotion,527,0.0285,840.27,18.0,0,0
2024-11-07,1064-150/BLACK,Sideboards & Buffets,13,On Promotion,347,0.0375,840.27,16.0,0,0
2024-11-08,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,445,0.0157,840.27,10.0,0,0
2024-11-09,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,297,0.0236,840.27,10.0,0,0
2024-11-10,1064-150/BLACK,Sideboards & Buffets,5,Off Promotion,244,0.0205,840.27,8.0,0,0
2024-11-11,1064-150/BLACK,Sideboards & Buffets,5,Off Promotion,293,0.0171,840.27,8.0,0,0
2024-11-12,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,273,0.0256,840.27,10.0,0,0
2024-11-13,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,266,0.0263,840.27,10.0,0,0
2024-11-14,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,307,0.0195,840.27,9.0,0,0
2024-11-15,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,455,0.0154,840.27,10.0,0,0
2024-11-16,1064-150/BLACK,Sideboards & Buffets,13,On Promotion,426,0.0305,840.27,16.0,0,0
2024-11-17,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,330,0.0182,840.27,9.0,0,0
2024-11-18,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,270,0.0222,840.27,9.0,0,0
2024-11-19,1064-150/BLACK,Sideboards & Buffets,12,On Promotion,247,0.0486,840.27,15.0,0,0
2024-11-20,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,238,0.0252,840.27,9.0,0,0
2024-11-21,1064-150/BLACK,Sideboards & Buffets,5,Off Promotion,250,0.02,840.27,8.0,0,0
2024-11-22,1064-150/BLACK,Sideboards & Buffets,18,On Promotion,365,0.0493,840.27,21.0,0,0
2024-11-23,1064-150/BLACK,Sideboards & Buffets,14,On Promotion,332,0.0422,840.27,17.0,0,0
2024-11-24,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,276,0.0217,840.27,9.0,0,0
2024-11-25,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,251,0.0239,840.27,9.0,0,0
2024-11-26,1064-150/BLACK,Sideboards & Buffets,10,On Promotion,368,0.0272,840.27,13.0,0,0
2024-11-27,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,350,0.0171,840.27,9.0,0,1
2024-11-28,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,288,0.0208,840.27,9.0,0,1
2024-11-29,1064-150/BLACK,Sideboards & Buffets,12,On Promotion,375,0.032,840.27,15.0,0,1
2024-11-30,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,336,0.0208,840.27,10.0,0,1
2024-12-01,1064-150/BLACK,Sideboards & Buffets,17,On Promotion,263,0.0646,840.27,20.0,0,1
2024-12-02,1064-150/BLACK,Sideboards & Buffets,5,Off Promotion,275,0.0182,840.27,8.0,0,1
2024-12-03,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,264,0.0265,840.27,10.0,0,1
2024-12-04,1064-150/BLACK,Sideboards & Buffets,14,Off Promotion,750,0.0187,840.27,17.0,1,1
2024-12-05,1064-150/BLACK,Sideboards & Buffets,17,On Promotion,304,0.0559,840.27,20.0,0,1
2024-12-06,1064-150/BLACK,Sideboards & Buffets,8,Off Promotion,321,0.0249,840.27,11.0,0,1
2024-12-07,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,419,0.0167,840.27,10.0,0,1
2024-12-08,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,253,0.0237,840.27,9.0,0,1
2024-12-09,1064-150/BLACK,Sideboards & Buffets,8,On Promotion,353,0.0227,840.27,11.0,0,1
2024-12-10,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,203,0.0296,840.27,9.0,0,1
2024-12-11,1064-150/BLACK,Sideboards & Buffets,21,On Promotion,680,0.0309,840.27,24.0,1,0
2024-12-12,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,270,0.0222,840.27,9.0,0,0
2024-12-13,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,407,0.0172,840.27,10.0,0,0
2024-12-14,1064-150/BLACK,Sideboards & Buffets,19,On Promotion,358,0.0531,840.27,22.0,0,0
2024-12-15,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,348,0.0172,840.27,9.0,0,0
2024-12-16,1064-150/BLACK,Sideboards & Buffets,9,On Promotion,358,0.0251,840.27,12.0,0,0
2024-12-17,1064-150/BLACK,Sideboards & Buffets,15,On Promotion,252,0.0595,840.27,18.0,0,0
2024-12-18,1064-150/BLACK,Sideboards & Buffets,14,On Promotion,362,0.0387,840.27,17.0,0,1
2024-12-19,1064-150/BLACK,Sideboards & Buffets,12,On Promotion,232,0.0517,840.27,15.0,0,1
2024-12-20,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,294,0.0238,840.27,10.0,0,1
2024-12-21,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,278,0.0252,840.27,10.0,0,1
2024-12-22,1064-150/BLACK,Sideboards & Buffets,14,On Promotion,314,0.0446,840.27,17.0,0,1
2024-12-23,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,186,0.0376,840.27,10.0,0,1
2024-12-24,1064-150/BLACK,Sideboards & Buffets,5,Off Promotion,281,0.0178,840.27,8.0,0,1
2024-12-25,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,179,0.0391,840.27,10.0,1,0
2024-12-26,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,314,0.0191,840.27,9.0,0,0
2024-12-27,1064-150/BLACK,Sideboards & Buffets,8,Off Promotion,447,0.0179,840.27,11.0,0,0
2024-12-28,1064-150/BLACK,Sideboards & Buffets,8,Off Promotion,415,0.0193,840.27,11.0,0,0
2024-12-29,1064-150/BLACK,Sideboards & Buffets,16,Off Promotion,929,0.0172,840.27,19.0,0,0
2024-12-30,1064-150/BLACK,Sideboards & Buffets,12,On Promotion,290,0.0414,840.27,15.0,0,0
2024-12-31,1064-150/BLACK,Sideboards & Buffets,13,On Promotion,271,0.048,840.27,16.0,0,0
2025-01-01,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,353,0.017,840.27,9.0,0,0
2025-01-02,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,243,0.0288,840.27,10.0,0,0
2025-01-03,1064-150/BLACK,Sideboards & Buffets,8,Off Promotion,499,0.016,840.27,11.0,0,0
2025-01-04,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,427,0.0164,840.27,10.0,0,0
2025-01-05,1064-150/BLACK,Sideboards & Buffets,13,On Promotion,261,0.0498,840.27,16.0,0,0
2025-01-06,1064-150/BLACK,Sideboards & Buffets,12,On Promotion,348,0.0345,840.27,15.0,0,0
2025-01-07,1064-150/BLACK,Sideboards & Buffets,12,On Promotion,292,0.0411,840.27,15.0,0,0
2025-01-08,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,352,0.017,840.27,9.0,0,0
2025-01-09,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,364,0.0165,840.27,9.0,0,0
2025-01-10,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,437,0.016,840.27,10.0,0,0
2025-01-11,1064-150/BLACK,Sideboards & Buffets,8,Off Promotion,437,0.0183,840.27,11.0,0,0
2025-01-12,1064-150/BLACK,Sideboards & Buffets,11,On Promotion,310,0.0355,840.27,14.0,0,0
2025-01-13,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,337,0.0178,840.27,9.0,0,0
2025-01-14,1064-150/BLACK,Sideboards & Buffets,10,On Promotion,242,0.0413,840.27,13.0,0,0
2025-01-15,1064-150/BLACK,Sideboards & Buffets,12,On Promotion,216,0.0556,840.27,15.0,0,0
2025-01-16,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,330,0.0182,840.27,9.0,0,0
2025-01-17,1064-150/BLACK,Sideboards & Buffets,9,Off Promotion,400,0.0225,840.27,12.0,0,0
2025-01-18,1064-150/BLACK,Sideboards & Buffets,8,Off Promotion,358,0.0223,840.27,11.0,0,0
2025-01-19,1064-150/BLACK,Sideboards & Buffets,5,Off Promotion,318,0.0157,840.27,8.0,0,0
2025-01-20,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,247,0.0243,840.27,9.0,0,0
2025-01-21,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,307,0.0195,840.27,9.0,0,0
2025-01-22,1064-150/BLACK,Sideboards & Buffets,9,On Promotion,391,0.023,840.27,12.0,0,1
2025-01-23,1064-150/BLACK,Sideboards & Buffets,12,On Promotion,244,0.0492,840.27,15.0,0,1
2025-01-24,1064-150/BLACK,Sideboards & Buffets,8,Off Promotion,469,0.0171,840.27,11.0,0,1
2025-01-25,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,336,0.0179,840.27,9.0,0,1
2025-01-26,1064-150/BLACK,Sideboards & Buffets,32,On Promotion,804,0.0398,840.27,35.0,0,1
2025-01-27,1064-150/BLACK,Sideboards & Buffets,12,On Promotion,365,0.0329,840.27,15.0,0,1
2025-01-28,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,289,0.0208,840.27,9.0,0,1
2025-01-29,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,346,0.0202,840.27,10.0,1,0
2025-01-30,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,329,0.0182,840.27,9.0,0,0
2025-01-31,1064-150/BLACK,Sideboards & Buffets,8,Off Promotion,378,0.0212,840.27,11.0,0,0
2025-02-01,1064-150/BLACK,Sideboards & Buffets,13,On Promotion,436,0.0298,840.27,16.0,0,0
2025-02-02,1064-150/BLACK,Sideboards & Buffets,11,On Promotion,312,0.0353,840.27,14.0,0,0
2025-02-03,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,369,0.0163,840.27,9.0,0,0
2025-02-04,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,315,0.0222,840.27,10.0,0,0
2025-02-05,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,304,0.0197,840.27,9.0,0,0
2025-02-06,1064-150/BLACK,Sideboards & Buffets,14,On Promotion,324,0.0432,840.27,17.0,0,0
2025-02-07,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,471,0.0149,840.27,10.0,0,0
2025-02-09,1064-150/BLACK,Sideboards & Buffets,21,On Promotion,430,0.0488,840.27,24.0,0,0
2025-02-10,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,260,0.0231,840.27,9.0,0,0
2025-02-11,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,283,0.0247,840.27,10.0,0,0
2025-02-12,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,305,0.0197,840.27,9.0,0,0
2025-02-13,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,265,0.0264,840.27,10.0,0,0
2025-02-14,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,240,0.025,840.27,9.0,0,0
2025-02-15,1064-150/BLACK,Sideboards & Buffets,12,On Promotion,460,0.0261,840.27,15.0,0,0
2025-02-16,1064-150/BLACK,Sideboards & Buffets,9,Off Promotion,379,0.0237,840.27,12.0,0,0
2025-02-17,1064-150/BLACK,Sideboards & Buffets,13,On Promotion,292,0.0445,840.27,16.0,0,0
2025-02-18,1064-150/BLACK,Sideboards & Buffets,5,Off Promotion,356,0.014,840.27,8.0,0,0
2025-02-19,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,363,0.0165,840.27,9.0,0,0
2025-02-20,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,335,0.0179,840.27,9.0,0,0
2025-02-21,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,292,0.0205,840.27,9.0,0,0
2025-02-22,1064-150/BLACK,Sideboards & Buffets,16,On Promotion,421,0.038,840.27,19.0,0,0
2025-02-23,1064-150/BLACK,Sideboards & Buffets,14,On Promotion,432,0.0324,840.27,17.0,0,0
2025-02-24,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,217,0.0276,840.27,9.0,0,0
2025-02-25,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,240,0.025,840.27,9.0,0,0
2025-02-26,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,284,0.0246,840.27,10.0,0,0
2025-02-27,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,338,0.0207,840.27,10.0,0,0
2025-02-28,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,275,0.0218,840.27,9.0,0,0
2025-03-01,1064-150/BLACK,Sideboards & Buffets,8,Off Promotion,430,0.0186,840.27,11.0,0,0
2025-03-02,1064-150/BLACK,Sideboards & Buffets,8,Off Promotion,540,0.0148,840.27,11.0,0,0
2025-03-03,1064-150/BLACK,Sideboards & Buffets,5,Off Promotion,292,0.0171,840.27,8.0,0,0
2025-03-04,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,342,0.0175,840.27,9.0,0,0
2025-03-05,1064-150/BLACK,Sideboards & Buffets,12,On Promotion,312,0.0385,840.27,15.0,0,0
2025-03-06,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,306,0.0196,840.27,9.0,0,0
2025-03-07,1064-150/BLACK,Sideboards & Buffets,5,Off Promotion,345,0.0145,840.27,8.0,0,0
2025-03-08,1064-150/BLACK,Sideboards & Buffets,15,On Promotion,430,0.0349,840.27,18.0,0,0
2025-03-09,1064-150/BLACK,Sideboards & Buffets,17,On Promotion,296,0.0574,840.27,20.0,0,0
2025-03-10,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,291,0.0206,840.27,9.0,0,0
2025-03-11,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,335,0.0179,840.27,9.0,0,0
2025-03-12,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,329,0.0182,840.27,9.0,0,0
2025-03-13,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,291,0.0206,840.27,9.0,0,0
2025-03-14,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,250,0.024,840.27,9.0,0,0
2025-03-15,1064-150/BLACK,Sideboards & Buffets,8,Off Promotion,374,0.0214,840.27,11.0,0,0
2025-03-16,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,452,0.0155,840.27,10.0,0,0
2025-03-17,1064-150/BLACK,Sideboards & Buffets,5,Off Promotion,303,0.0165,840.27,8.0,0,0
2025-03-18,1064-150/BLACK,Sideboards & Buffets,9,On Promotion,268,0.0336,840.27,12.0,0,0
2025-03-19,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,267,0.0225,840.27,9.0,0,0
2025-03-20,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,193,0.0311,840.27,9.0,0,0
2025-03-21,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,345,0.0174,840.27,9.0,0,0
2025-03-22,1064-150/BLACK,Sideboards & Buffets,8,Off Promotion,352,0.0227,840.27,11.0,0,0
2025-03-23,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,336,0.0208,840.27,10.0,0,0
2025-03-24,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,336,0.0179,840.27,9.0,0,0
2025-03-25,1064-150/BLACK,Sideboards & Buffets,13,On Promotion,288,0.0451,840.27,16.0,0,0
2025-03-26,1064-150/BLACK,Sideboards & Buffets,16,On Promotion,335,0.0478,840.27,19.0,0,0
2025-03-27,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,317,0.0189,840.27,9.0,0,0
2025-03-28,1064-150/BLACK,Sideboards & Buffets,5,Off Promotion,263,0.019,840.27,8.0,0,0
2025-03-29,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,345,0.0203,840.27,10.0,0,0
2025-03-30,1064-150/BLACK,Sideboards & Buffets,9,Off Promotion,358,0.0251,840.27,12.0,0,0
2025-03-31,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,333,0.021,840.27,10.0,0,0
2025-04-01,1064-150/BLACK,Sideboards & Buffets,13,On Promotion,221,0.0588,840.27,16.0,0,0
2025-04-02,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,308,0.0195,840.27,9.0,0,0
2025-04-03,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,296,0.0203,840.27,9.0,0,0
2025-04-04,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,289,0.0208,840.27,9.0,0,0
2025-04-05,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,442,0.0158,840.27,10.0,0,0
2025-04-06,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,300,0.0233,840.27,10.0,0,0
2025-04-07,1064-150/BLACK,Sideboards & Buffets,13,On Promotion,258,0.0504,840.27,16.0,0,0
2025-04-08,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,356,0.0169,840.27,9.0,0,0
2025-04-09,1064-150/BLACK,Sideboards & Buffets,10,On Promotion,292,0.0342,840.27,13.0,0,0
2025-04-10,1064-150/BLACK,Sideboards & Buffets,12,On Promotion,287,0.0418,840.27,15.0,0,0
2025-04-11,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,302,0.0199,840.27,9.0,0,0
2025-04-12,1064-150/BLACK,Sideboards & Buffets,8,Off Promotion,412,0.0194,840.27,11.0,0,0
2025-04-13,1064-150/BLACK,Sideboards & Buffets,18,On Promotion,373,0.0483,840.27,21.0,0,0
2025-04-14,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,348,0.0172,840.27,9.0,0,0
2025-04-15,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,323,0.0186,840.27,9.0,0,0
2025-04-16,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,262,0.0229,840.27,9.0,0,0
2025-04-17,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,349,0.0172,840.27,9.0,0,0
2025-04-18,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,338,0.0178,840.27,9.0,0,0
2025-04-19,1064-150/BLACK,Sideboards & Buffets,9,Off Promotion,461,0.0195,840.27,12.0,0,0
2025-04-20,1064-150/BLACK,Sideboards & Buffets,8,Off Promotion,480,0.0167,840.27,11.0,0,0
2025-04-21,1064-150/BLACK,Sideboards & Buffets,12,On Promotion,341,0.0352,840.27,15.0,0,0
2025-04-22,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,240,0.0292,840.27,10.0,0,0
2025-04-23,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,262,0.0229,840.27,9.0,0,0
2025-04-24,1064-150/BLACK,Sideboards & Buffets,9,On Promotion,300,0.03,840.27,12.0,0,0
2025-04-25,1064-150/BLACK,Sideboards & Buffets,12,On Promotion,258,0.0465,840.27,15.0,0,0
2025-04-26,1064-150/BLACK,Sideboards & Buffets,8,Off Promotion,309,0.0259,840.27,11.0,0,0
2025-04-27,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,245,0.0286,840.27,10.0,0,0
2025-04-28,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,349,0.0201,840.27,10.0,0,0
2025-04-29,1064-150/BLACK,Sideboards & Buffets,14,On Promotion,318,0.044,840.27,17.0,0,0
2025-04-30,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,293,0.0205,840.27,9.0,0,1
2025-05-01,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,296,0.0203,840.27,9.0,0,1
2025-05-02,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,303,0.0198,840.27,9.0,0,1
2025-05-03,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,427,0.0164,840.27,10.0,0,1
2025-05-04,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,479,0.0146,840.27,10.0,0,1
2025-05-05,1064-150/BLACK,Sideboards & Buffets,32,On Promotion,1176,0.0272,840.27,35.0,0,1
2025-05-06,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,302,0.0199,840.27,9.0,0,1
2025-05-07,1064-150/BLACK,Sideboards & Buffets,12,On Promotion,245,0.049,840.27,15.0,1,0
2025-05-08,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,321,0.0187,840.27,9.0,0,0
2025-05-09,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,360,0.0167,840.27,9.0,0,0
2025-05-10,1064-150/BLACK,Sideboards & Buffets,8,Off Promotion,439,0.0182,840.27,11.0,0,0
2025-05-11,1064-150/BLACK,Sideboards & Buffets,8,Off Promotion,434,0.0184,840.27,11.0,0,0
2025-05-12,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,281,0.0214,840.27,9.0,0,0
2025-05-13,1064-150/BLACK,Sideboards & Buffets,13,On Promotion,281,0.0463,840.27,16.0,0,0
2025-05-14,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,322,0.0186,840.27,9.0,0,0
2025-05-15,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,377,0.0159,840.27,9.0,0,0
2025-05-16,1064-150/BLACK,Sideboards & Buffets,12,On Promotion,387,0.031,840.27,15.0,0,0
2025-05-17,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,386,0.0181,840.27,10.0,0,0
2025-05-18,1064-150/BLACK,Sideboards & Buffets,15,On Promotion,506,0.0296,840.27,18.0,0,0
2025-05-19,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,246,0.0244,840.27,9.0,0,0
2025-05-20,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,351,0.0171,840.27,9.0,0,0
2025-05-21,1064-150/BLACK,Sideboards & Buffets,12,On Promotion,344,0.0349,840.27,15.0,0,0
2025-05-22,1064-150/BLACK,Sideboards & Buffets,14,On Promotion,232,0.0603,840.27,17.0,0,0
2025-05-23,1064-150/BLACK,Sideboards & Buffets,9,On Promotion,324,0.0278,840.27,12.0,0,1
2025-05-24,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,237,0.0295,840.27,10.0,0,1
2025-05-25,1064-150/BLACK,Sideboards & Buffets,8,Off Promotion,371,0.0216,840.27,11.0,0,1
2025-05-26,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,287,0.0244,840.27,10.0,0,1
2025-05-27,1064-150/BLACK,Sideboards & Buffets,13,On Promotion,268,0.0485,840.27,16.0,0,1
2025-05-28,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,281,0.0214,840.27,9.0,0,1
2025-05-29,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,327,0.0183,840.27,9.0,0,1
2025-05-30,1064-150/BLACK,Sideboards & Buffets,21,On Promotion,514,0.0409,840.27,24.0,1,0
2025-05-31,1064-150/BLACK,Sideboards & Buffets,21,On Promotion,332,0.0633,840.27,24.0,0,0
2025-06-01,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,421,0.0166,840.27,10.0,0,0
2025-06-02,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,294,0.0204,840.27,9.0,0,0
2025-06-03,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,251,0.0239,840.27,9.0,0,0
2025-06-04,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,325,0.0185,840.27,9.0,0,0
2025-06-05,1064-150/BLACK,Sideboards & Buffets,5,Off Promotion,216,0.0231,840.27,8.0,0,0
2025-06-06,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,340,0.0176,840.27,9.0,0,0
2025-06-07,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,525,0.0133,840.27,10.0,0,1
