,Date,sku_id,category,units sold,promotions,customers_visits,conversion_rate,unit_price,stock_in_hand,is_holiday,is_week_before_holiday
4323,2024-11-05,1064-150/BLACK,Sideboards & Buffets,11,On Promotion,264,0.0417,840.27,16.0,0,1
4324,2024-11-06,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,193,0.0363,840.27,12.0,0,1
4325,2024-11-07,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,414,0.0145,840.27,11.0,0,1
4326,2024-11-08,1064-150/BLACK,Sideboards & Buffets,9,Off Promotion,314,0.0287,840.27,14.0,0,1
4327,2024-11-09,1064-150/BLACK,Sideboards & Buffets,8,On Promotion,369,0.0217,840.27,13.0,0,1
4328,2024-11-10,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,350,0.0171,840.27,11.0,0,1
4329,2024-11-11,1064-150/BLACK,Sideboards & Buffets,21,On Promotion,756,0.0278,840.27,26.0,1,0
4330,2024-11-12,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,303,0.0231,840.27,12.0,0,0
4331,2024-11-13,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,292,0.0205,840.27,11.0,0,0
4332,2024-11-14,1064-150/BLACK,Sideboards & Buffets,16,On Promotion,341,0.0469,840.27,21.0,0,0
4333,2024-11-15,1064-150/BLACK,Sideboards & Buffets,8,Off Promotion,398,0.0201,840.27,13.0,0,0
4334,2024-11-16,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,288,0.0243,840.27,12.0,0,0
4335,2024-11-17,1064-150/BLACK,Sideboards & Buffets,5,Off Promotion,146,0.0342,840.27,10.0,0,0
4336,2024-11-18,1064-150/BLACK,Sideboards & Buffets,5,Off Promotion,299,0.0167,840.27,10.0,0,0
4337,2024-11-19,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,290,0.0241,840.27,12.0,0,0
4338,2024-11-20,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,260,0.0231,840.27,11.0,0,0
4339,2024-11-21,1064-150/BLACK,Sideboards & Buffets,18,On Promotion,343,0.0525,840.27,23.0,0,1
4340,2024-11-22,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,446,0.0157,840.27,12.0,0,1
4341,2024-11-23,1064-150/BLACK,Sideboards & Buffets,8,On Promotion,344,0.0233,840.27,13.0,0,1
4342,2024-11-24,1064-150/BLACK,Sideboards & Buffets,8,On Promotion,327,0.0245,840.27,13.0,0,1
4343,2024-11-25,1064-150/BLACK,Sideboards & Buffets,10,On Promotion,246,0.0407,840.27,15.0,0,1
4344,2024-11-26,1064-150/BLACK,Sideboards & Buffets,31,On Promotion,974,0.0318,840.27,36.0,0,1
4345,2024-11-27,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,292,0.024,840.27,12.0,0,1
4346,2024-11-28,1064-150/BLACK,Sideboards & Buffets,14,On Promotion,333,0.042,840.27,19.0,1,0
4347,2024-11-29,1064-150/BLACK,Sideboards & Buffets,8,Off Promotion,402,0.0199,840.27,13.0,0,0
4348,2024-11-30,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,214,0.0327,840.27,12.0,0,0
4349,2024-12-01,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,294,0.0238,840.27,12.0,0,0
4350,2024-12-02,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,373,0.0188,840.27,12.0,0,0
4351,2024-12-03,1064-150/BLACK,Sideboards & Buffets,15,On Promotion,372,0.0403,840.27,20.0,0,0
4352,2024-12-04,1064-150/BLACK,Sideboards & Buffets,9,On Promotion,312,0.0288,840.27,14.0,0,0
4353,2024-12-05,1064-150/BLACK,Sideboards & Buffets,8,Off Promotion,361,0.0222,840.27,13.0,0,0
4354,2024-12-06,1064-150/BLACK,Sideboards & Buffets,8,Off Promotion,389,0.0206,840.27,13.0,0,0
4355,2024-12-07,1064-150/BLACK,Sideboards & Buffets,16,On Promotion,323,0.0495,840.27,21.0,0,0
4356,2024-12-08,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,321,0.0187,840.27,11.0,0,0
4357,2024-12-09,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,363,0.0165,840.27,11.0,0,0
4358,2024-12-10,1064-150/BLACK,Sideboards & Buffets,10,On Promotion,307,0.0326,840.27,15.0,0,0
4359,2024-12-11,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,353,0.017,840.27,11.0,0,0
4360,2024-12-12,1064-150/BLACK,Sideboards & Buffets,19,On Promotion,398,0.0477,840.27,24.0,0,0
4361,2024-12-13,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,469,0.0149,840.27,12.0,0,0
4362,2024-12-14,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,269,0.026,840.27,12.0,0,0
4363,2024-12-15,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,284,0.0211,840.27,11.0,0,0
4364,2024-12-16,1064-150/BLACK,Sideboards & Buffets,5,Off Promotion,390,0.0128,840.27,10.0,0,0
4365,2024-12-17,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,408,0.0147,840.27,11.0,0,0
4366,2024-12-18,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,319,0.0188,840.27,11.0,0,1
4367,2024-12-19,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,352,0.0199,840.27,12.0,0,1
4368,2024-12-20,1064-150/BLACK,Sideboards & Buffets,16,On Promotion,287,0.0557,840.27,21.0,0,1
4369,2024-12-21,1064-150/BLACK,Sideboards & Buffets,10,On Promotion,246,0.0407,840.27,15.0,0,1
4370,2024-12-22,1064-150/BLACK,Sideboards & Buffets,5,Off Promotion,231,0.0216,840.27,10.0,0,1
4371,2024-12-23,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,291,0.0206,840.27,11.0,0,1
4372,2024-12-24,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,297,0.0236,840.27,12.0,0,1
4373,2024-12-25,1064-150/BLACK,Sideboards & Buffets,19,On Promotion,687,0.0277,840.27,24.0,1,0
4374,2024-12-26,1064-150/BLACK,Sideboards & Buffets,9,Off Promotion,428,0.021,840.27,14.0,0,0
4375,2024-12-27,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,321,0.0218,840.27,12.0,0,0
4376,2024-12-28,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,348,0.0201,840.27,12.0,0,0
4377,2024-12-29,1064-150/BLACK,Sideboards & Buffets,6,Off Promotion,212,0.0283,840.27,11.0,0,0
4378,2024-12-30,1064-150/BLACK,Sideboards & Buffets,7,Off Promotion,365,0.0192,840.27,12.0,0,0
4379,2024-12-31,1064-150/BLACK,Sideboards & Buffets,16,On Promotion,374,0.0428,840.27,21.0,0,0
4380,2023-01-01,1072-071/OCEAN,End Tables,23,Off Promotion,683,0.0337,391.37,721.0,0,1
4381,2023-01-02,1072-071/OCEAN,End Tables,12,Off Promotion,271,0.0443,391.37,698.0,1,0
4382,2023-01-03,1072-071/OCEAN,End Tables,20,On Promotion,410,0.0488,391.37,686.0,0,0
4383,2023-01-04,1072-071/OCEAN,End Tables,15,Off Promotion,407,0.0369,391.37,666.0,0,0
4384,2023-01-05,1072-071/OCEAN,End Tables,15,Off Promotion,316,0.0475,391.37,651.0,0,0
4385,2023-01-06,1072-071/OCEAN,End Tables,11,Off Promotion,448,0.0246,391.37,636.0,0,0
4386,2023-01-07,1072-071/OCEAN,End Tables,17,On Promotion,343,0.0496,391.37,625.0,0,0
4387,2023-01-08,1072-071/OCEAN,End Tables,12,Off Promotion,210,0.0571,391.37,608.0,0,0
4388,2023-01-09,1072-071/OCEAN,End Tables,17,On Promotion,255,0.0667,391.37,596.0,0,1
4389,2023-01-10,1072-071/OCEAN,End Tables,20,On Promotion,291,0.0687,391.37,579.0,0,1
4390,2023-01-11,1072-071/OCEAN,End Tables,14,Off Promotion,451,0.031,391.37,559.0,0,1
4391,2023-01-12,1072-071/OCEAN,End Tables,15,Off Promotion,286,0.0524,391.37,545.0,0,1
4392,2023-01-13,1072-071/OCEAN,End Tables,11,Off Promotion,325,0.0338,391.37,530.0,0,1
4393,2023-01-14,1072-071/OCEAN,End Tables,10,Off Promotion,282,0.0355,391.37,519.0,0,1
4394,2023-01-15,1072-071/OCEAN,End Tables,12,Off Promotion,169,0.071,391.37,509.0,0,1
4395,2023-01-16,1072-071/OCEAN,End Tables,22,On Promotion,248,0.0887,391.37,497.0,1,0
4396,2023-01-17,1072-071/OCEAN,End Tables,10,Off Promotion,298,0.0336,391.37,475.0,0,0
4397,2023-01-18,1072-071/OCEAN,End Tables,14,Off Promotion,443,0.0316,391.37,465.0,0,0
4398,2023-01-19,1072-071/OCEAN,End Tables,12,Off Promotion,512,0.0234,391.37,451.0,0,0
4399,2023-01-20,1072-071/OCEAN,End Tables,52,On Promotion,629,0.0827,391.37,439.0,0,0
4400,2023-01-21,1072-071/OCEAN,End Tables,13,Off Promotion,368,0.0353,391.37,387.0,0,0
4401,2023-01-22,1072-071/OCEAN,End Tables,23,On Promotion,383,0.0601,391.37,374.0,0,0
4402,2023-01-23,1072-071/OCEAN,End Tables,18,On Promotion,287,0.0627,391.37,351.0,0,0
4403,2023-01-24,1072-071/OCEAN,End Tables,10,Off Promotion,304,0.0329,391.37,333.0,0,0
4404,2023-01-25,1072-071/OCEAN,End Tables,17,Off Promotion,302,0.0563,391.37,323.0,0,0
4405,2023-01-26,1072-071/OCEAN,End Tables,15,Off Promotion,362,0.0414,391.37,306.0,0,0
4406,2023-01-27,1072-071/OCEAN,End Tables,22,On Promotion,251,0.0876,391.37,291.0,0,0
4407,2023-01-28,1072-071/OCEAN,End Tables,11,Off Promotion,216,0.0509,391.37,269.0,0,0
4408,2023-01-29,1072-071/OCEAN,End Tables,11,Off Promotion,222,0.0495,391.37,258.0,0,0
4409,2023-01-30,1072-071/OCEAN,End Tables,11,Off Promotion,236,0.0466,391.37,247.0,0,0
4410,2023-01-31,1072-071/OCEAN,End Tables,9,Off Promotion,318,0.0283,391.37,236.0,0,0
4411,2023-02-01,1072-071/OCEAN,End Tables,13,Off Promotion,466,0.0279,391.37,227.0,0,0
4412,2023-02-02,1072-071/OCEAN,End Tables,24,On Promotion,467,0.0514,391.37,214.0,0,0
4413,2023-02-03,1072-071/OCEAN,End Tables,9,Off Promotion,317,0.0284,391.37,190.0,0,0
4414,2023-02-04,1072-071/OCEAN,End Tables,12,Off Promotion,246,0.0488,391.37,181.0,0,0
4415,2023-02-05,1072-071/OCEAN,End Tables,22,On Promotion,244,0.0902,391.37,169.0,0,0
4416,2023-02-06,1072-071/OCEAN,End Tables,17,On Promotion,260,0.0654,391.37,147.0,0,0
4417,2023-02-07,1072-071/OCEAN,End Tables,22,On Promotion,413,0.0533,391.37,130.0,0,0
4418,2023-02-08,1072-071/OCEAN,End Tables,15,Off Promotion,423,0.0355,391.37,108.0,0,0
4419,2023-02-09,1072-071/OCEAN,End Tables,15,Off Promotion,283,0.053,391.37,93.0,0,0
4420,2023-02-10,1072-071/OCEAN,End Tables,9,Off Promotion,294,0.0306,391.37,78.0,0,0
4421,2023-02-11,1072-071/OCEAN,End Tables,10,Off Promotion,343,0.0292,391.37,69.0,0,0
4422,2023-02-12,1072-071/OCEAN,End Tables,10,Off Promotion,347,0.0288,391.37,59.0,0,0
4423,2023-02-13,1072-071/OCEAN,End Tables,11,Off Promotion,358,0.0307,391.37,49.0,0,1
4424,2023-02-14,1072-071/OCEAN,End Tables,12,Off Promotion,340,0.0353,391.37,38.0,0,1
4425,2023-02-15,1072-071/OCEAN,End Tables,15,Off Promotion,378,0.0397,391.37,26.0,0,1
4426,2023-02-16,1072-071/OCEAN,End Tables,33,On Promotion,406,0.0813,391.37,38.0,0,1
4427,2023-02-17,1072-071/OCEAN,End Tables,54,On Promotion,647,0.0835,391.37,59.0,0,1
4428,2023-02-18,1072-071/OCEAN,End Tables,19,On Promotion,327,0.0581,391.37,24.0,0,1
4429,2023-02-19,1072-071/OCEAN,End Tables,9,Off Promotion,259,0.0347,391.37,14.0,0,1
4430,2023-02-20,1072-071/OCEAN,End Tables,10,Off Promotion,421,0.0238,391.37,15.0,1,0
4431,2023-02-21,1072-071/OCEAN,End Tables,12,Off Promotion,362,0.0331,391.37,17.0,0,0
4432,2023-02-22,1072-071/OCEAN,End Tables,14,Off Promotion,453,0.0309,391.37,19.0,0,0
4433,2023-02-23,1072-071/OCEAN,End Tables,15,Off Promotion,284,0.0528,391.37,20.0,0,0
4434,2023-02-24,1072-071/OCEAN,End Tables,11,Off Promotion,376,0.0293,391.37,16.0,0,0
4435,2023-02-25,1072-071/OCEAN,End Tables,9,Off Promotion,306,0.0294,391.37,14.0,0,0
4436,2023-02-26,1072-071/OCEAN,End Tables,10,Off Promotion,276,0.0362,391.37,15.0,0,0
4437,2023-02-27,1072-071/OCEAN,End Tables,11,Off Promotion,333,0.033,391.37,16.0,0,0
4438,2023-02-28,1072-071/OCEAN,End Tables,11,Off Promotion,264,0.0417,391.37,16.0,0,0
4439,2023-03-01,1072-071/OCEAN,End Tables,13,Off Promotion,433,0.03,391.37,18.0,0,0
4440,2023-03-02,1072-071/OCEAN,End Tables,13,Off Promotion,332,0.0392,391.37,18.0,0,0
4441,2023-03-03,1072-071/OCEAN,End Tables,10,Off Promotion,310,0.0323,391.37,15.0,0,0
4442,2023-03-04,1072-071/OCEAN,End Tables,13,Off Promotion,287,0.0453,391.37,18.0,0,0
4443,2023-03-05,1072-071/OCEAN,End Tables,11,Off Promotion,312,0.0353,391.37,16.0,0,0
4444,2023-03-06,1072-071/OCEAN,End Tables,26,On Promotion,228,0.114,391.37,31.0,0,0
4445,2023-03-07,1072-071/OCEAN,End Tables,10,Off Promotion,199,0.0503,391.37,15.0,0,0
4446,2023-03-08,1072-071/OCEAN,End Tables,16,Off Promotion,464,0.0345,391.37,21.0,0,0
4447,2023-03-09,1072-071/OCEAN,End Tables,23,On Promotion,411,0.056,391.37,28.0,0,0
4448,2023-03-10,1072-071/OCEAN,End Tables,11,Off Promotion,350,0.0314,391.37,16.0,0,0
4449,2023-03-11,1072-071/OCEAN,End Tables,11,Off Promotion,394,0.0279,391.37,16.0,0,0
4450,2023-03-12,1072-071/OCEAN,End Tables,11,Off Promotion,303,0.0363,391.37,16.0,0,0
4451,2023-03-13,1072-071/OCEAN,End Tables,11,Off Promotion,341,0.0323,391.37,16.0,0,0
4452,2023-03-14,1072-071/OCEAN,End Tables,10,Off Promotion,259,0.0386,391.37,15.0,0,0
4453,2023-03-15,1072-071/OCEAN,End Tables,45,On Promotion,420,0.1071,391.37,50.0,0,0
4454,2023-03-16,1072-071/OCEAN,End Tables,12,Off Promotion,326,0.0368,391.37,17.0,0,0
4455,2023-03-17,1072-071/OCEAN,End Tables,12,Off Promotion,334,0.0359,391.37,17.0,0,0
4456,2023-03-18,1072-071/OCEAN,End Tables,9,Off Promotion,357,0.0252,391.37,14.0,0,0
4457,2023-03-19,1072-071/OCEAN,End Tables,10,Off Promotion,268,0.0373,391.37,15.0,0,0
4458,2023-03-20,1072-071/OCEAN,End Tables,10,Off Promotion,282,0.0355,391.37,15.0,0,0
4459,2023-03-21,1072-071/OCEAN,End Tables,10,Off Promotion,276,0.0362,391.37,15.0,0,0
4460,2023-03-22,1072-071/OCEAN,End Tables,17,Off Promotion,395,0.043,391.37,22.0,0,0
4461,2023-03-23,1072-071/OCEAN,End Tables,16,Off Promotion,383,0.0418,391.37,21.0,0,0
4462,2023-03-24,1072-071/OCEAN,End Tables,13,Off Promotion,246,0.0528,391.37,18.0,0,0
4463,2023-03-25,1072-071/OCEAN,End Tables,12,Off Promotion,310,0.0387,391.37,17.0,0,0
4464,2023-03-26,1072-071/OCEAN,End Tables,13,Off Promotion,271,0.048,391.37,18.0,0,0
4465,2023-03-27,1072-071/OCEAN,End Tables,9,Off Promotion,218,0.0413,391.37,14.0,0,0
4466,2023-03-28,1072-071/OCEAN,End Tables,10,Off Promotion,421,0.0238,391.37,15.0,0,0
4467,2023-03-29,1072-071/OCEAN,End Tables,14,Off Promotion,421,0.0333,391.37,19.0,0,0
4468,2023-03-30,1072-071/OCEAN,End Tables,14,Off Promotion,435,0.0322,391.37,19.0,0,0
4469,2023-03-31,1072-071/OCEAN,End Tables,11,Off Promotion,375,0.0293,391.37,16.0,0,0
4470,2023-04-01,1072-071/OCEAN,End Tables,12,Off Promotion,309,0.0388,391.37,17.0,0,0
4471,2023-04-02,1072-071/OCEAN,End Tables,12,Off Promotion,154,0.0779,391.37,17.0,0,0
4472,2023-04-03,1072-071/OCEAN,End Tables,9,Off Promotion,289,0.0311,391.37,14.0,0,0
4473,2023-04-04,1072-071/OCEAN,End Tables,20,On Promotion,334,0.0599,391.37,25.0,0,0
4474,2023-04-05,1072-071/OCEAN,End Tables,14,Off Promotion,327,0.0428,391.37,19.0,0,0
4475,2023-04-06,1072-071/OCEAN,End Tables,33,On Promotion,403,0.0819,391.37,38.0,0,0
4476,2023-04-07,1072-071/OCEAN,End Tables,16,On Promotion,349,0.0458,391.37,21.0,0,0
4477,2023-04-08,1072-071/OCEAN,End Tables,11,Off Promotion,154,0.0714,391.37,16.0,0,0
4478,2023-04-09,1072-071/OCEAN,End Tables,11,Off Promotion,380,0.0289,391.37,16.0,0,0
4479,2023-04-10,1072-071/OCEAN,End Tables,11,Off Promotion,390,0.0282,391.37,16.0,0,0
4480,2023-04-11,1072-071/OCEAN,End Tables,11,Off Promotion,344,0.032,391.37,16.0,0,0
4481,2023-04-12,1072-071/OCEAN,End Tables,15,Off Promotion,459,0.0327,391.37,20.0,0,0
4482,2023-04-13,1072-071/OCEAN,End Tables,15,Off Promotion,394,0.0381,391.37,20.0,0,0
4483,2023-04-14,1072-071/OCEAN,End Tables,8,Off Promotion,327,0.0245,391.37,13.0,0,0
4484,2023-04-15,1072-071/OCEAN,End Tables,21,On Promotion,411,0.0511,391.37,26.0,0,0
4485,2023-04-16,1072-071/OCEAN,End Tables,10,Off Promotion,305,0.0328,391.37,15.0,0,0
4486,2023-04-17,1072-071/OCEAN,End Tables,11,Off Promotion,308,0.0357,391.37,16.0,0,0
4487,2023-04-18,1072-071/OCEAN,End Tables,9,Off Promotion,170,0.0529,391.37,14.0,0,0
4488,2023-04-19,1072-071/OCEAN,End Tables,14,Off Promotion,353,0.0397,391.37,19.0,0,0
4489,2023-04-20,1072-071/OCEAN,End Tables,15,Off Promotion,314,0.0478,391.37,20.0,0,0
4490,2023-04-21,1072-071/OCEAN,End Tables,11,Off Promotion,279,0.0394,391.37,16.0,0,0
4491,2023-04-22,1072-071/OCEAN,End Tables,9,Off Promotion,320,0.0281,391.37,14.0,0,0
4492,2023-04-23,1072-071/OCEAN,End Tables,10,Off Promotion,312,0.0321,391.37,15.0,0,0
4493,2023-04-24,1072-071/OCEAN,End Tables,9,Off Promotion,306,0.0294,391.37,14.0,0,0
4494,2023-04-25,1072-071/OCEAN,End Tables,20,On Promotion,339,0.059,391.37,25.0,0,0
4495,2023-04-26,1072-071/OCEAN,End Tables,15,Off Promotion,410,0.0366,391.37,20.0,0,0
4496,2023-04-27,1072-071/OCEAN,End Tables,34,On Promotion,325,0.1046,391.37,39.0,0,0
4497,2023-04-28,1072-071/OCEAN,End Tables,10,Off Promotion,432,0.0231,391.37,15.0,0,0
4498,2023-04-29,1072-071/OCEAN,End Tables,13,Off Promotion,329,0.0395,391.37,18.0,0,0
4499,2023-04-30,1072-071/OCEAN,End Tables,20,On Promotion,271,0.0738,391.37,25.0,0,0
4500,2023-05-01,1072-071/OCEAN,End Tables,10,Off Promotion,288,0.0347,391.37,15.0,0,0
4501,2023-05-02,1072-071/OCEAN,End Tables,10,Off Promotion,198,0.0505,391.37,15.0,0,0
4502,2023-05-03,1072-071/OCEAN,End Tables,14,Off Promotion,361,0.0388,391.37,19.0,0,0
4503,2023-05-04,1072-071/OCEAN,End Tables,14,Off Promotion,465,0.0301,391.37,19.0,0,0
4504,2023-05-05,1072-071/OCEAN,End Tables,11,Off Promotion,297,0.037,391.37,16.0,0,0
4505,2023-05-06,1072-071/OCEAN,End Tables,22,On Promotion,341,0.0645,391.37,27.0,0,0
4506,2023-05-07,1072-071/OCEAN,End Tables,11,Off Promotion,279,0.0394,391.37,16.0,0,0
4507,2023-05-08,1072-071/OCEAN,End Tables,10,Off Promotion,297,0.0337,391.37,15.0,0,0
4508,2023-05-09,1072-071/OCEAN,End Tables,12,Off Promotion,240,0.05,391.37,17.0,0,0
4509,2023-05-10,1072-071/OCEAN,End Tables,34,On Promotion,405,0.084,391.37,39.0,0,0
4510,2023-05-11,1072-071/OCEAN,End Tables,15,Off Promotion,462,0.0325,391.37,20.0,0,0
4511,2023-05-12,1072-071/OCEAN,End Tables,9,Off Promotion,232,0.0388,391.37,14.0,0,0
4512,2023-05-13,1072-071/OCEAN,End Tables,9,Off Promotion,325,0.0277,391.37,14.0,0,0
4513,2023-05-14,1072-071/OCEAN,End Tables,10,Off Promotion,193,0.0518,391.37,15.0,0,0
4514,2023-05-15,1072-071/OCEAN,End Tables,11,Off Promotion,313,0.0351,391.37,16.0,0,0
4515,2023-05-16,1072-071/OCEAN,End Tables,18,On Promotion,294,0.0612,391.37,23.0,0,0
4516,2023-05-17,1072-071/OCEAN,End Tables,17,Off Promotion,458,0.0371,391.37,22.0,0,0
4517,2023-05-18,1072-071/OCEAN,End Tables,13,Off Promotion,346,0.0376,391.37,18.0,0,0
4518,2023-05-19,1072-071/OCEAN,End Tables,23,On Promotion,314,0.0732,391.37,28.0,0,0
4519,2023-05-20,1072-071/OCEAN,End Tables,10,Off Promotion,237,0.0422,391.37,15.0,0,0
4520,2023-05-21,1072-071/OCEAN,End Tables,12,Off Promotion,384,0.0312,391.37,17.0,0,0
4521,2023-05-22,1072-071/OCEAN,End Tables,10,Off Promotion,337,0.0297,391.37,15.0,0,1
4522,2023-05-23,1072-071/OCEAN,End Tables,14,Off Promotion,289,0.0484,391.37,19.0,0,1
4523,2023-05-24,1072-071/OCEAN,End Tables,15,Off Promotion,340,0.0441,391.37,20.0,0,1
4524,2023-05-25,1072-071/OCEAN,End Tables,21,On Promotion,354,0.0593,391.37,26.0,0,1
4525,2023-05-26,1072-071/OCEAN,End Tables,21,Off Promotion,603,0.0348,391.37,26.0,0,1
4526,2023-05-27,1072-071/OCEAN,End Tables,9,Off Promotion,359,0.0251,391.37,14.0,0,1
4527,2023-05-28,1072-071/OCEAN,End Tables,11,Off Promotion,308,0.0357,391.37,16.0,0,1
4528,2023-05-29,1072-071/OCEAN,End Tables,12,Off Promotion,343,0.035,391.37,17.0,1,0
4529,2023-05-30,1072-071/OCEAN,End Tables,20,On Promotion,243,0.0823,391.37,25.0,0,0
4530,2023-05-31,1072-071/OCEAN,End Tables,15,Off Promotion,495,0.0303,391.37,20.0,0,0
4531,2023-06-01,1072-071/OCEAN,End Tables,26,On Promotion,476,0.0546,391.37,31.0,0,0
4532,2023-06-02,1072-071/OCEAN,End Tables,10,Off Promotion,356,0.0281,391.37,15.0,0,0
4533,2023-06-03,1072-071/OCEAN,End Tables,11,Off Promotion,237,0.0464,391.37,16.0,0,0
4534,2023-06-04,1072-071/OCEAN,End Tables,11,Off Promotion,326,0.0337,391.37,16.0,0,0
4535,2023-06-05,1072-071/OCEAN,End Tables,20,On Promotion,277,0.0722,391.37,25.0,0,0
4536,2023-06-06,1072-071/OCEAN,End Tables,11,Off Promotion,370,0.0297,391.37,16.0,0,0
4537,2023-06-07,1072-071/OCEAN,End Tables,13,Off Promotion,259,0.0502,391.37,18.0,0,0
4538,2023-06-08,1072-071/OCEAN,End Tables,12,Off Promotion,332,0.0361,391.37,17.0,0,0
4539,2023-06-09,1072-071/OCEAN,End Tables,28,On Promotion,351,0.0798,391.37,33.0,0,0
4540,2023-06-10,1072-071/OCEAN,End Tables,22,On Promotion,236,0.0932,391.37,27.0,0,0
4541,2023-06-11,1072-071/OCEAN,End Tables,11,Off Promotion,220,0.05,391.37,16.0,0,0
4542,2023-06-12,1072-071/OCEAN,End Tables,24,On Promotion,289,0.083,391.37,29.0,0,1
4543,2023-06-13,1072-071/OCEAN,End Tables,26,On Promotion,224,0.1161,391.37,31.0,0,1
4544,2023-06-14,1072-071/OCEAN,End Tables,15,Off Promotion,407,0.0369,391.37,20.0,0,1
4545,2023-06-15,1072-071/OCEAN,End Tables,17,Off Promotion,401,0.0424,391.37,22.0,0,1
4546,2023-06-16,1072-071/OCEAN,End Tables,16,On Promotion,373,0.0429,391.37,21.0,0,1
4547,2023-06-17,1072-071/OCEAN,End Tables,11,Off Promotion,320,0.0344,391.37,16.0,0,1
4548,2023-06-18,1072-071/OCEAN,End Tables,12,Off Promotion,270,0.0444,391.37,17.0,0,1
4549,2023-06-19,1072-071/OCEAN,End Tables,30,On Promotion,500,0.06,391.37,35.0,1,0
4550,2023-06-20,1072-071/OCEAN,End Tables,12,Off Promotion,343,0.035,391.37,17.0,0,0
4551,2023-06-21,1072-071/OCEAN,End Tables,29,On Promotion,478,0.0607,391.37,34.0,0,0
4552,2023-06-22,1072-071/OCEAN,End Tables,16,Off Promotion,338,0.0473,391.37,21.0,0,0
4553,2023-06-23,1072-071/OCEAN,End Tables,9,Off Promotion,306,0.0294,391.37,14.0,0,0
4554,2023-06-24,1072-071/OCEAN,End Tables,27,On Promotion,305,0.0885,391.37,32.0,0,0
4555,2023-06-25,1072-071/OCEAN,End Tables,10,Off Promotion,279,0.0358,391.37,15.0,0,0
4556,2023-06-26,1072-071/OCEAN,End Tables,10,Off Promotion,337,0.0297,391.37,15.0,0,0
4557,2023-06-27,1072-071/OCEAN,End Tables,19,On Promotion,241,0.0788,391.37,24.0,0,1
4558,2023-06-28,1072-071/OCEAN,End Tables,31,On Promotion,465,0.0667,391.37,36.0,0,1
4559,2023-06-29,1072-071/OCEAN,End Tables,13,Off Promotion,403,0.0323,391.37,18.0,0,1
4560,2023-06-30,1072-071/OCEAN,End Tables,10,Off Promotion,211,0.0474,391.37,15.0,0,1
4561,2023-07-01,1072-071/OCEAN,End Tables,30,On Promotion,356,0.0843,391.37,35.0,0,1
4562,2023-07-02,1072-071/OCEAN,End Tables,10,Off Promotion,272,0.0368,391.37,15.0,0,1
4563,2023-07-03,1072-071/OCEAN,End Tables,23,On Promotion,345,0.0667,391.37,28.0,0,1
4564,2023-07-04,1072-071/OCEAN,End Tables,27,Off Promotion,677,0.0399,391.37,32.0,1,0
4565,2023-07-05,1072-071/OCEAN,End Tables,14,Off Promotion,463,0.0302,391.37,19.0,0,0
4566,2023-07-06,1072-071/OCEAN,End Tables,27,On Promotion,410,0.0659,391.37,32.0,0,0
4567,2023-07-07,1072-071/OCEAN,End Tables,14,On Promotion,318,0.044,391.37,19.0,0,0
4568,2023-07-08,1072-071/OCEAN,End Tables,12,Off Promotion,298,0.0403,391.37,17.0,0,0
4569,2023-07-09,1072-071/OCEAN,End Tables,10,Off Promotion,317,0.0315,391.37,15.0,0,0
4570,2023-07-10,1072-071/OCEAN,End Tables,19,On Promotion,315,0.0603,391.37,24.0,0,0
4571,2023-07-11,1072-071/OCEAN,End Tables,10,Off Promotion,294,0.034,391.37,15.0,0,0
4572,2023-07-12,1072-071/OCEAN,End Tables,12,Off Promotion,405,0.0296,391.37,17.0,0,0
4573,2023-07-13,1072-071/OCEAN,End Tables,24,On Promotion,351,0.0684,391.37,29.0,0,0
4574,2023-07-14,1072-071/OCEAN,End Tables,14,Off Promotion,358,0.0391,391.37,19.0,0,0
4575,2023-07-15,1072-071/OCEAN,End Tables,24,On Promotion,240,0.1,391.37,29.0,0,0
4576,2023-07-16,1072-071/OCEAN,End Tables,12,Off Promotion,332,0.0361,391.37,17.0,0,0
