,Date,sku_id,category,units sold,promotions,unit_price,stock_in_hand,Customer Visits,Conversion Rate,is_holiday,is_week_before_holiday
5673,2024-07-18,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,11.0,270,0.0037,0,0
5674,2024-07-19,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,10.0,398,0.0025,0,0
5675,2024-07-20,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,9.0,747,0.0,0,0
5676,2024-07-21,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,9.0,766,0.0026,0,0
5677,2024-07-22,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,7.0,566,0.0,0,0
5678,2024-07-23,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,7.0,643,0.0,0,0
5679,2024-07-24,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,7.0,290,0.0034,0,0
5680,2024-07-25,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,6.0,338,0.003,0,0
5681,2024-07-26,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,5.0,598,0.0017,0,0
5682,2024-07-27,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,4.0,276,0.0036,0,0
5683,2024-07-28,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,3.0,214,0.0047,0,0
5684,2024-07-29,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,33.0,307,0.0033,0,0
5685,2024-07-30,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,32.0,371,0.0027,0,0
5686,2024-07-31,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,31.0,654,0.0,0,0
5687,2024-08-01,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,31.0,199,0.005,0,0
5688,2024-08-02,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,30.0,480,0.0042,0,0
5689,2024-08-03,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,28.0,640,0.0,0,0
5690,2024-08-04,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,28.0,302,0.0033,0,0
5691,2024-08-05,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,27.0,659,0.0,0,0
5692,2024-08-06,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,27.0,199,0.005,0,0
5693,2024-08-07,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,26.0,664,0.0,0,0
5694,2024-08-08,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,26.0,527,0.0038,0,0
5695,2024-08-09,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,24.0,973,0.0021,0,0
5696,2024-08-10,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,22.0,403,0.005,0,0
5697,2024-08-11,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,20.0,219,0.0046,0,0
5698,2024-08-12,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,19.0,669,0.0,0,0
5699,2024-08-13,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,19.0,916,0.0,0,0
5700,2024-08-14,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,19.0,696,0.0,0,0
5701,2024-08-15,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,19.0,316,0.0032,0,0
5702,2024-08-16,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,18.0,629,0.0,0,0
5703,2024-08-17,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,18.0,501,0.0,0,0
5704,2024-08-18,1072-072/OCEAN,Coffee & Cocktail Tables,3,Off Promotion,610.37,18.0,924,0.0032,0,0
5705,2024-08-19,1072-072/OCEAN,Coffee & Cocktail Tables,3,Off Promotion,610.37,15.0,970,0.0031,0,0
5706,2024-08-20,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,12.0,237,0.0042,0,0
5707,2024-08-21,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,11.0,276,0.0036,0,0
5708,2024-08-22,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,10.0,742,0.0027,0,0
5709,2024-08-23,1072-072/OCEAN,Coffee & Cocktail Tables,4,Off Promotion,610.37,8.0,1623,0.0025,0,0
5710,2024-08-24,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,4.0,233,0.0043,0,0
5711,2024-08-25,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,3.0,741,0.0027,0,0
5712,2024-08-26,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,32.0,609,0.0,0,1
5713,2024-08-27,1072-072/OCEAN,Coffee & Cocktail Tables,3,Off Promotion,610.37,32.0,811,0.0037,0,1
5714,2024-08-28,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,29.0,696,0.0,0,1
5715,2024-08-29,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,29.0,736,0.0,0,1
5716,2024-08-30,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,29.0,516,0.0,0,1
5717,2024-08-31,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,29.0,411,0.0049,0,1
5718,2024-09-01,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,27.0,480,0.0,0,1
5719,2024-09-02,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,27.0,307,0.0033,1,0
5720,2024-09-03,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,26.0,724,0.0,0,0
5721,2024-09-04,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,26.0,562,0.0036,0,0
5722,2024-09-05,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,24.0,339,0.0029,0,0
5723,2024-09-06,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,23.0,568,0.0,0,0
5724,2024-09-07,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,23.0,610,0.0,0,0
5725,2024-09-08,1072-072/OCEAN,Coffee & Cocktail Tables,3,Off Promotion,610.37,23.0,1236,0.0024,0,0
5726,2024-09-09,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,20.0,296,0.0034,0,0
5727,2024-09-10,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,19.0,539,0.0037,0,0
5728,2024-09-11,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,17.0,273,0.0037,0,0
5729,2024-09-12,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,16.0,439,0.0023,0,0
5730,2024-09-13,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,15.0,360,0.0028,0,0
5731,2024-09-14,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,14.0,430,0.0023,0,0
5732,2024-09-15,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,13.0,230,0.0043,0,0
5733,2024-09-16,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,12.0,1087,0.0018,0,0
5734,2024-09-17,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,10.0,550,0.0,0,0
5735,2024-09-18,1072-072/OCEAN,Coffee & Cocktail Tables,4,Off Promotion,610.37,10.0,1127,0.0035,0,0
5736,2024-09-19,1072-072/OCEAN,Coffee & Cocktail Tables,5,Off Promotion,610.37,6.0,2172,0.0023,0,0
5737,2024-09-20,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,36.0,365,0.0055,0,0
5738,2024-09-21,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,34.0,440,0.0023,0,0
5739,2024-09-22,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,33.0,282,0.0035,0,0
5740,2024-09-23,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,32.0,232,0.0043,0,0
5741,2024-09-24,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,31.0,609,0.0,0,0
5742,2024-09-25,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,31.0,469,0.0043,0,0
5743,2024-09-26,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,29.0,999,0.002,0,0
5744,2024-09-27,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,27.0,448,0.0022,0,0
5745,2024-09-28,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,26.0,225,0.0044,0,0
5746,2024-09-29,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,25.0,270,0.0037,0,0
5747,2024-09-30,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,24.0,724,0.0,0,0
5748,2024-10-01,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,24.0,395,0.0025,0,0
5749,2024-10-02,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,23.0,613,0.0,0,0
5750,2024-10-03,1072-072/OCEAN,Coffee & Cocktail Tables,3,Off Promotion,610.37,23.0,1141,0.0026,0,0
5751,2024-10-04,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,20.0,275,0.0036,0,0
5752,2024-10-05,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,19.0,248,0.004,0,0
5753,2024-10-06,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,18.0,674,0.0,0,0
5754,2024-10-07,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,18.0,391,0.0026,0,1
5755,2024-10-08,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,17.0,674,0.0,0,1
5756,2024-10-09,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,17.0,575,0.0035,0,1
5757,2024-10-10,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,15.0,888,0.0023,0,1
5758,2024-10-11,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,13.0,561,0.0018,0,1
5759,2024-10-12,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,12.0,376,0.0027,0,1
5760,2024-10-13,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,11.0,747,0.0,0,1
5761,2024-10-14,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,11.0,938,0.0,1,0
5762,2024-10-15,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,11.0,508,0.0039,0,0
5763,2024-10-16,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,9.0,707,0.0,0,0
5764,2024-10-17,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,9.0,611,0.0,0,0
5765,2024-10-18,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,9.0,490,0.002,0,0
5766,2024-10-19,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,8.0,676,0.003,0,0
5767,2024-10-20,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,6.0,480,0.0,0,0
5768,2024-10-21,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,6.0,730,0.0,0,0
5769,2024-10-22,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,6.0,207,0.0048,0,0
5770,2024-10-23,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,5.0,225,0.0044,0,0
5771,2024-10-24,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,4.0,1008,0.0,0,0
5772,2024-10-25,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,4.0,736,0.0,0,0
5773,2024-10-26,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,4.0,333,0.003,0,0
5774,2024-10-27,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,3.0,265,0.0038,0,0
5775,2024-10-28,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,40.0,325,0.0031,0,0
5776,2024-10-29,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,39.0,743,0.0027,0,0
5777,2024-10-30,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,37.0,276,0.0036,0,0
5778,2024-10-31,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,36.0,1008,0.0,0,0
5779,2024-11-01,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,36.0,337,0.003,0,0
5780,2024-11-02,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,35.0,615,0.0016,0,0
5781,2024-11-03,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,34.0,341,0.0029,0,0
5782,2024-11-04,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,33.0,270,0.0037,0,1
5783,2024-11-05,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,32.0,643,0.0,0,1
5784,2024-11-06,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,32.0,196,0.0051,0,1
5785,2024-11-07,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,31.0,605,0.0,0,1
5786,2024-11-08,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,31.0,629,0.0,0,1
5787,2024-11-09,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,31.0,674,0.0,0,1
5788,2024-11-10,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,31.0,246,0.0041,0,1
5789,2024-11-11,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,30.0,424,0.0047,1,0
5790,2024-11-12,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,28.0,571,0.0,0,0
5791,2024-11-13,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,28.0,640,0.0,0,0
5792,2024-11-14,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,28.0,731,0.0,0,0
5793,2024-11-15,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,28.0,778,0.0,0,0
5794,2024-11-16,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,28.0,674,0.0,0,0
5795,2024-11-17,1072-072/OCEAN,Coffee & Cocktail Tables,3,Off Promotion,610.37,28.0,611,0.0049,0,0
5796,2024-11-18,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,25.0,480,0.0,0,0
5797,2024-11-19,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,25.0,555,0.0,0,0
5798,2024-11-20,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,25.0,281,0.0036,0,0
5799,2024-11-21,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,24.0,629,0.0,0,1
5800,2024-11-22,1072-072/OCEAN,Coffee & Cocktail Tables,3,Off Promotion,610.37,24.0,625,0.0048,0,1
5801,2024-11-23,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,21.0,590,0.0017,0,1
5802,2024-11-24,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,20.0,367,0.0054,0,1
5803,2024-11-25,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,18.0,455,0.0044,0,1
5804,2024-11-26,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,16.0,459,0.0022,0,1
5805,2024-11-27,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,15.0,821,0.0024,0,1
5806,2024-11-28,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,13.0,841,0.0,1,0
5807,2024-11-29,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,13.0,228,0.0044,0,0
5808,2024-11-30,1072-072/OCEAN,Coffee & Cocktail Tables,3,Off Promotion,610.37,12.0,1343,0.0022,0,0
5809,2024-12-01,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,9.0,566,0.0,0,0
5810,2024-12-02,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,9.0,889,0.0022,0,0
5811,2024-12-03,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,7.0,501,0.0,0,0
5812,2024-12-04,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,7.0,644,0.0031,0,0
5813,2024-12-05,1072-072/OCEAN,Coffee & Cocktail Tables,3,Off Promotion,610.37,5.0,1263,0.0024,0,0
5814,2024-12-06,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,29.0,294,0.0034,0,0
5815,2024-12-07,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,28.0,643,0.0,0,0
5816,2024-12-08,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,28.0,347,0.0029,0,0
5817,2024-12-09,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,27.0,550,0.0,0,0
5818,2024-12-10,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,27.0,140,0.0071,0,0
5819,2024-12-11,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,26.0,625,0.0,0,0
5820,2024-12-12,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,26.0,797,0.0,0,0
5821,2024-12-13,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,26.0,377,0.0027,0,0
5822,2024-12-14,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,25.0,640,0.0,0,0
5823,2024-12-15,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,25.0,696,0.0,0,0
5824,2024-12-16,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,25.0,609,0.0,0,0
5825,2024-12-17,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,25.0,643,0.0,0,0
5826,2024-12-18,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,25.0,308,0.0032,0,1
5827,2024-12-19,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,24.0,630,0.0032,0,1
5828,2024-12-20,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,22.0,516,0.0,0,1
5829,2024-12-21,1072-072/OCEAN,Coffee & Cocktail Tables,3,Off Promotion,610.37,22.0,410,0.0073,0,1
5830,2024-12-22,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,19.0,439,0.0046,0,1
5831,2024-12-23,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,17.0,244,0.0041,0,1
5832,2024-12-24,1072-072/OCEAN,Coffee & Cocktail Tables,3,Off Promotion,610.37,16.0,949,0.0032,0,1
5833,2024-12-25,1072-072/OCEAN,Coffee & Cocktail Tables,2,Off Promotion,610.37,13.0,450,0.0044,1,0
5834,2024-12-26,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,11.0,804,0.0,0,0
5835,2024-12-27,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,11.0,804,0.0,0,0
5836,2024-12-28,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,11.0,246,0.0041,0,0
5837,2024-12-29,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,10.0,406,0.0025,0,0
5838,2024-12-30,1072-072/OCEAN,Coffee & Cocktail Tables,0,Off Promotion,610.37,9.0,674,0.0,0,0
5839,2024-12-31,1072-072/OCEAN,Coffee & Cocktail Tables,1,Off Promotion,610.37,9.0,610,0.0016,0,0
5840,2023-01-01,1079-009/0822-61/HONEY,Ottomans,2,On Promotion,153.04,48.0,485,0.0041,0,1
5841,2023-01-02,1079-009/0822-61/HONEY,Ottomans,1,On Promotion,153.04,46.0,271,0.0037,1,0
5842,2023-01-03,1079-009/0822-61/HONEY,Ottomans,1,On Promotion,153.04,45.0,483,0.0021,0,0
5843,2023-01-04,1079-009/0822-61/HONEY,Ottomans,2,On Promotion,153.04,44.0,583,0.0034,0,0
5844,2023-01-05,1079-009/0822-61/HONEY,Ottomans,2,On Promotion,153.04,42.0,524,0.0038,0,0
5845,2023-01-06,1079-009/0822-61/HONEY,Ottomans,0,On Promotion,153.04,40.0,501,0.0,0,0
5846,2023-01-07,1079-009/0822-61/HONEY,Ottomans,1,On Promotion,153.04,40.0,140,0.0071,0,0
5847,2023-01-08,1079-009/0822-61/HONEY,Ottomans,1,On Promotion,153.04,39.0,303,0.0033,0,0
5848,2023-01-09,1079-009/0822-61/HONEY,Ottomans,0,On Promotion,153.04,38.0,608,0.0,0,1
5849,2023-01-10,1079-009/0822-61/HONEY,Ottomans,0,On Promotion,153.04,38.0,728,0.0,0,1
5850,2023-01-11,1079-009/0822-61/HONEY,Ottomans,2,On Promotion,153.04,38.0,635,0.0031,0,1
5851,2023-01-12,1079-009/0822-61/HONEY,Ottomans,0,On Promotion,153.04,36.0,552,0.0,0,1
5852,2023-01-13,1079-009/0822-61/HONEY,Ottomans,0,On Promotion,153.04,36.0,516,0.0,0,1
5853,2023-01-14,1079-009/0822-61/HONEY,Ottomans,2,On Promotion,153.04,36.0,731,0.0027,0,1
5854,2023-01-15,1079-009/0822-61/HONEY,Ottomans,1,On Promotion,153.04,34.0,234,0.0043,0,1
5855,2023-01-16,1079-009/0822-61/HONEY,Ottomans,2,On Promotion,153.04,33.0,479,0.0042,1,0
5856,2023-01-17,1079-009/0822-61/HONEY,Ottomans,3,On Promotion,153.04,31.0,1321,0.0023,0,0
5857,2023-01-18,1079-009/0822-61/HONEY,Ottomans,0,On Promotion,153.04,28.0,778,0.0,0,0
5858,2023-01-19,1079-009/0822-61/HONEY,Ottomans,2,On Promotion,153.04,28.0,647,0.0031,0,0
5859,2023-01-20,1079-009/0822-61/HONEY,Ottomans,0,On Promotion,153.04,26.0,870,0.0,0,0
5860,2023-01-21,1079-009/0822-61/HONEY,Ottomans,1,On Promotion,153.04,26.0,280,0.0036,0,0
5861,2023-01-22,1079-009/0822-61/HONEY,Ottomans,1,On Promotion,153.04,25.0,404,0.0025,0,0
5862,2023-01-23,1079-009/0822-61/HONEY,Ottomans,3,On Promotion,153.04,24.0,610,0.0049,0,0
5863,2023-01-24,1079-009/0822-61/HONEY,Ottomans,2,On Promotion,153.04,21.0,840,0.0024,0,0
5864,2023-01-25,1079-009/0822-61/HONEY,Ottomans,2,On Promotion,153.04,19.0,568,0.0035,0,0
5865,2023-01-26,1079-009/0822-61/HONEY,Ottomans,4,On Promotion,153.04,17.0,1708,0.0023,0,0
5866,2023-01-27,1079-009/0822-61/HONEY,Ottomans,2,On Promotion,153.04,13.0,572,0.0035,0,0
5867,2023-01-28,1079-009/0822-61/HONEY,Ottomans,0,On Promotion,153.04,11.0,480,0.0,0,0
5868,2023-01-29,1079-009/0822-61/HONEY,Ottomans,0,On Promotion,153.04,11.0,696,0.0,0,0
5869,2023-01-30,1079-009/0822-61/HONEY,Ottomans,1,On Promotion,153.04,11.0,319,0.0031,0,0
5870,2023-01-31,1079-009/0822-61/HONEY,Ottomans,0,On Promotion,153.04,10.0,916,0.0,0,0
5871,2023-02-01,1079-009/0822-61/HONEY,Ottomans,0,On Promotion,153.04,10.0,1032,0.0,0,0
5872,2023-02-02,1079-009/0822-61/HONEY,Ottomans,2,On Promotion,153.04,10.0,543,0.0037,0,0
5873,2023-02-03,1079-009/0822-61/HONEY,Ottomans,0,On Promotion,153.04,8.0,480,0.0,0,0
5874,2023-02-04,1079-009/0822-61/HONEY,Ottomans,1,On Promotion,153.04,8.0,455,0.0022,0,0
5875,2023-02-05,1079-009/0822-61/HONEY,Ottomans,1,On Promotion,153.04,7.0,291,0.0034,0,0
5876,2023-02-06,1079-009/0822-61/HONEY,Ottomans,2,On Promotion,153.04,6.0,775,0.0026,0,0
5877,2023-02-07,1079-009/0822-61/HONEY,Ottomans,2,On Promotion,153.04,4.0,589,0.0034,0,0
5878,2023-02-08,1079-009/0822-61/HONEY,Ottomans,2,On Promotion,153.04,40.0,434,0.0046,0,0
5879,2023-02-09,1079-009/0822-61/HONEY,Ottomans,1,On Promotion,153.04,38.0,348,0.0029,0,0
5880,2023-02-10,1079-009/0822-61/HONEY,Ottomans,0,On Promotion,153.04,37.0,730,0.0,0,0
5881,2023-02-11,1079-009/0822-61/HONEY,Ottomans,1,On Promotion,153.04,37.0,216,0.0046,0,0
5882,2023-02-12,1079-009/0822-61/HONEY,Ottomans,1,On Promotion,153.04,36.0,414,0.0024,0,0
5883,2023-02-13,1079-009/0822-61/HONEY,Ottomans,0,On Promotion,153.04,35.0,566,0.0,0,1
5884,2023-02-14,1079-009/0822-61/HONEY,Ottomans,2,On Promotion,153.04,35.0,434,0.0046,0,1
5885,2023-02-15,1079-009/0822-61/HONEY,Ottomans,1,On Promotion,153.04,33.0,344,0.0029,0,1
5886,2023-02-16,1079-009/0822-61/HONEY,Ottomans,1,On Promotion,153.04,32.0,303,0.0033,0,1
5887,2023-02-17,1079-009/0822-61/HONEY,Ottomans,0,On Promotion,153.04,31.0,836,0.0,0,1
5888,2023-02-18,1079-009/0822-61/HONEY,Ottomans,1,On Promotion,153.04,31.0,279,0.0036,0,1
5889,2023-02-19,1079-009/0822-61/HONEY,Ottomans,0,On Promotion,153.04,30.0,747,0.0,0,1
5890,2023-02-20,1079-009/0822-61/HONEY,Ottomans,0,On Promotion,153.04,30.0,510,0.0,1,0
5891,2023-02-21,1079-009/0822-61/HONEY,Ottomans,1,On Promotion,153.04,30.0,360,0.0028,0,0
5892,2023-02-22,1079-009/0822-61/HONEY,Ottomans,0,On Promotion,153.04,29.0,528,0.0,0,0
5893,2023-02-23,1079-009/0822-61/HONEY,Ottomans,1,On Promotion,153.04,29.0,277,0.0036,0,0
5894,2023-02-24,1079-009/0822-61/HONEY,Ottomans,0,On Promotion,153.04,28.0,707,0.0,0,0
5895,2023-02-25,1079-009/0822-61/HONEY,Ottomans,1,On Promotion,153.04,28.0,336,0.003,0,0
5896,2023-02-26,1079-009/0822-61/HONEY,Ottomans,0,On Promotion,153.04,27.0,566,0.0,0,0
5897,2023-02-27,1079-009/0822-61/HONEY,Ottomans,1,On Promotion,153.04,27.0,400,0.0025,0,0
5898,2023-02-28,1079-009/0822-61/HONEY,Ottomans,3,On Promotion,153.04,26.0,485,0.0062,0,0
5899,2023-03-01,1079-009/0822-61/HONEY,Ottomans,2,On Promotion,153.04,23.0,345,0.0058,0,0
